smiles,BDE,Density,DetoD,DetoP,DetoQ,DetoT,DetoV,HOF_S,Td
N=c1c2c(nc([N+](=O)[O-])n2N)n(N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],163.5723492,1.826249385,8091.418996,31.13966112,4959.086155,3396.950461,660.9944746,143.4429898,111.725393
N=c1c2c(nc([N+](=O)[O-])n2N)n(N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],163.5723492,1.826249385,8091.418996,31.13966112,4959.086155,3396.950461,660.9944746,143.4429898,111.725393
O=c1c2c([N+](=O)[O-])n[nH]c2nc(C=N[N+](=O)[O-])n1[N+](=O)[O-],163.5460923,1.884807321,8010.00438,30.92790598,5386.911983,3256.661971,609.5473234,178.7910206,164.5189241
Nc1[n-][n+](=O)nc([N+](=O)[O-])c1C=N[N+](=O)[O-],163.5338259,1.854602279,8526.706282,32.88413724,5953.390775,4100.176675,674.0721276,223.663788,136.0771873
Nn1c([N+](=O)[O-])c([N+](=O)[O-])c(=O)n([N+](=O)[O-])c1=NC=N[N+](=O)[O-],163.5319235,1.849076601,8438.553186,34.27037223,5817.06061,3776.624664,643.0018212,125.5574992,132.1876219
Nc1c(N[N+](=O)[O-])c2nn(C=N[N+](=O)[O-])nnc-2c1[N+](=O)[O-],163.5313224,1.827644995,8065.8078,30.70683326,5830.588415,3663.914248,662.4376844,537.837073,163.8687369
O=[N+]([O-])N=Cc1nnc2nc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,163.524664,1.818358766,8443.285156,34.69803995,5992.573601,3656.213686,602.5371711,428.561819,172.7352069
O=[N+]([O-])Nn1cnc([N+](=O)[O-])n1,163.522438,1.8201385,8639.10633,34.33510935,6030.661204,4164.452236,696.6284621,206.8929858,129.1467942
NN1N=C([N+](=O)[O-])N(C=N[N+](=O)[O-])N=C1[N+](=O)[O-],163.5221407,1.854549641,8768.585056,36.00713883,5965.121841,3908.834863,699.1469826,343.5602348,194.4112621
O=c1n(C=N[N+](=O)[O-])nc([N+](=O)[O-])c2c(C=N[N+](=O)[O-])c([N+](=O)[O-])nn12,163.4991668,1.866577486,8150.806856,31.46295617,5865.488169,3521.167213,606.4866837,287.5467619,145.8596731
O=[N+]([O-])NC1=C([N+](=O)[O-])NC([N+](=O)[O-])=C([N+](=O)[O-])C1=C1N=NN=N1,163.4801825,1.854664462,8448.491777,32.80426246,5657.142376,3607.11483,621.8695792,485.179685,114.5837808
NN1C(=O)N(N)C([N+](=O)[O-])=C([N+](=O)[O-])N([N+](=O)[O-])C1=O,163.4705979,1.939032552,8560.12529,35.28500534,4550.510915,3120.60856,680.6951959,-245.9014435,166.1967279
NN=c1n([N+](=O)[O-])cc([N+](=O)[O-])n1[N+](=O)[O-],163.449533,1.851601916,8778.166598,35.8559446,6174.443033,4159.210624,681.3098228,246.7625359,168.1981921
O=c1c([N+](=O)[O-])c(C=N[N+](=O)[O-])n2nc([N+](=O)[O-])nc2n1C=N[N+](=O)[O-],163.4340761,1.842611454,8092.838709,31.96230315,5690.213603,3416.802338,605.955229,256.7909165,134.6865908
NN=c1n(C=N[N+](=O)[O-])c(N)c([N+](=O)[O-])c(=O)n1[N+](=O)[O-],163.4330324,1.852435312,8050.595298,30.72517513,4970.474257,3395.286135,673.6210596,83.19532151,153.5008633
Nc1c([N+](=O)[O-])c(=N[N+](=O)[O-])[nH]c(=O)n1[N+](=O)[O-],163.4295843,1.936360565,8473.433733,35.25821216,5060.802979,3539.966779,651.6652556,-60.42630525,155.0954456
N=c1n([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],163.4266515,1.844305723,8416.95986,33.86902534,5645.458383,3538.218016,623.9824813,81.64836425,145.1145378
O=[N+]([O-])N=Cc1o[n-][n+](=O)c1[N+](=O)[O-],163.4155938,1.813608965,8814.693878,35.75550087,6705.571969,4382.798865,632.7151444,236.1136911,116.1556192
O=c1n([N+](=O)[O-])c([N+](=O)[O-])nc2ncnn12,163.4098801,1.882894545,8163.365126,33.13259146,5531.107538,3385.048593,620.7070498,169.5883164,188.2556501
NC1=NNC([N+](=O)[O-])=NN1N[N+](=O)[O-],163.4044371,1.845719119,8742.863228,35.58343075,5264.850418,3800.042635,755.4727811,280.619116,187.6230503
Nn1nc([N+](=O)[O-])n2nc(N[N+](=O)[O-])c([N+](=O)[O-])c12,163.4039483,1.887418571,8893.563681,36.44867039,6255.706756,4282.231218,676.1908154,358.2991404,155.8818535
O=[N+]([O-])N=CN=c1[nH]nc([N+](=O)[O-])c2nn([N+](=O)[O-])nc12,163.3919791,1.855620055,8160.350208,32.21504271,5526.993962,3595.848987,640.538768,464.5899398,144.118731
Nc1c([N+](=O)[O-])n(C=N[N+](=O)[O-])c(=NN[N+](=O)[O-])n(N)c1=O,163.3769252,1.82220471,8043.638587,30.66669635,5033.197773,3497.583217,695.5473365,138.3519209,148.5658727
Nc1nc([N+](=O)[O-])n2c([N+](=O)[O-])c(N[N+](=O)[O-])nc2n1,163.3609134,1.843053279,8288.818404,33.26617197,5215.028385,3632.60975,663.6385717,285.6077476,162.7965273
Nc1nc(N[N+](=O)[O-])c([N+](=O)[O-])c(=NN[N+](=O)[O-])[nH]1,163.3556687,1.835395521,8133.242919,31.79012559,4952.99259,3497.609972,692.6390033,129.8737389,141.6359904
O=c1c2c(C=N[N+](=O)[O-])nn(C=N[N+](=O)[O-])c2nc2n([N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])n12,163.3397494,1.844127851,8012.450383,27.44671783,5517.145833,3280.867953,592.9680244,370.1118665,149.8631785
O=c1n(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])c2nnc([N+](=O)[O-])n12,163.3389435,1.848285865,8158.797132,32.23050779,5867.20421,3535.31226,603.4182551,295.6455818,133.4775816
Nc1c([N+](=O)[O-])n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],163.3341743,1.89067309,9008.547642,38.27978438,6157.267037,4466.617446,714.3683181,328.8138,108.2155649
O=c1c2c([N+](=O)[O-])ncn2nc([N+](=O)[O-])n1[N+](=O)[O-],163.303822,1.870990957,8488.508022,33.17180922,6037.660168,3647.412084,602.7694869,202.0068927,169.1574816
O=[N+]([O-])N=Cc1nn2c([N+](=O)[O-])nc([N+](=O)[O-])c2o1,163.2953471,1.824148758,8236.229947,32.93654696,5752.055256,3559.451405,601.1439074,220.6586028,158.8961448
Nn1c(=O)n(N[N+](=O)[O-])c(=O)c2c1nc([N+](=O)[O-])n2N[N+](=O)[O-],163.2773273,1.836776814,8043.060882,30.85544741,5156.056683,3423.639505,653.9869141,-36.05881631,128.5738643
O=c1c2nc([N+](=O)[O-])[nH]c2n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],163.2766403,1.907715918,8367.074736,32.856355,5140.006782,3235.784947,645.3951365,-62.71145871,132.4148918
O=c1n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c2n1N[N+](=O)[O-],163.2727101,1.818376481,8247.680999,31.91686797,5319.843345,3522.189004,658.3123651,194.1987055,109.1651563
NC(=C1N=CN([N+](=O)[O-])N1N)[N+](=O)[O-],163.2688062,1.826964127,8348.595442,30.74361931,5213.136583,3673.15299,729.3378858,164.7151546,193.1620923
Nc1nc2c(=O)n([N+](=O)[O-])c(=O)n([N+](=O)[O-])c2[nH]1,163.2627291,1.951832912,8019.093994,31.27762076,4062.608993,2679.504785,638.305629,-151.1608748,188.1810278
Nn1nc(N[N+](=O)[O-])c2c1nnn1c([N+](=O)[O-])c([N+](=O)[O-])nc21,163.2388964,1.848533296,8200.419797,31.2097306,5607.561365,3820.131545,651.8504559,582.200828,167.0736043
O=[N+]([O-])N=c1[nH]c([N+](=O)[O-])nc2c([N+](=O)[O-])nc([N+](=O)[O-])nc12,163.2248796,1.936828311,8508.767109,35.67161701,5488.956641,3472.707536,612.4474803,260.5151879,168.3669706
O=c1[nH]c(=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])c1[N+](=O)[O-],163.2176795,1.832488504,8146.583182,32.25981624,5563.802788,3457.731954,623.6842359,82.09501616,132.2496871
O=[N+]([O-])N=Cc1nc(C=N[N+](=O)[O-])n2nc([N+](=O)[O-])nc2c1[N+](=O)[O-],163.1915349,1.793543034,8095.08103,31.41580038,5956.077629,3555.397407,606.2439538,409.7031074,160.1440417
O=[N+]([O-])N=CN=c1[nH]c(C=N[N+](=O)[O-])c([N+](=O)[O-])n1[N+](=O)[O-],163.183027,1.794530658,8351.621575,32.91041372,5902.298982,3800.395846,650.0579032,216.5811357,155.8040635
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nc2c1nnn2N[N+](=O)[O-],163.1774388,1.882209412,8461.560768,32.25730438,5977.121288,3784.981293,649.7849448,312.8902489,159.6195799
Nn1nnc2c(N[N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])c-2n1,163.1698424,1.82584046,8183.704535,31.33312043,5944.743324,3805.743462,664.264421,556.4402655,162.1774205
Nn1nn[nH]c1=N[N+](=O)[O-],163.165998,1.889158718,8896.722268,36.77576136,5756.612514,4482.183783,787.4653243,380.0095501,134.5834072
N=c1c2c(nc([N+](=O)[O-])n1N)n([N+](=O)[O-])c(=O)n2N[N+](=O)[O-],163.1603635,1.816498809,8063.757643,30.98593457,5026.28455,3437.874788,656.8451977,152.362219,111.3504073
O=c1[nH]c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2c(=NC=N[N+](=O)[O-])n1[N+](=O)[O-],163.1496956,1.846279308,8019.211596,30.51785539,5163.974954,3274.002708,622.55564,185.1645804,136.3323459
O=c1[nH]c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2c(=NC=N[N+](=O)[O-])n1[N+](=O)[O-],163.1496956,1.846279308,8019.211596,30.51785539,5163.974954,3274.002708,622.55564,185.1645804,136.3323459
N=c1c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2[nH]c(=O)n1[N+](=O)[O-],163.1326204,1.865279092,8048.526956,31.11692989,5066.558624,3057.243699,629.8378597,98.72148106,137.9372436
N=c1n(C=N[N+](=O)[O-])c(N)c([N+](=O)[O-])n1N[N+](=O)[O-],163.1063305,1.798240522,8187.098932,30.71320585,5216.977653,3801.825173,698.4679307,236.9296099,124.2671658
Nn1c(=O)n(N[N+](=O)[O-])c2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])cnc21,163.0852523,1.806064691,8069.37557,30.46816387,5062.440462,3616.921132,688.0633409,191.4533273,120.6308848
NN1C(=O)N(N)C([N+](=O)[O-])=C(C=N[N+](=O)[O-])N(N[N+](=O)[O-])C1=O,163.0693594,1.830667194,8064.578433,30.58544542,4653.858957,3221.095433,680.9545122,-88.79069411,154.5207774
Nn1c(=O)c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n([N+](=O)[O-])c1=O,163.0646299,1.920678279,8482.380587,34.5698498,5331.217692,3501.329783,627.3370979,-67.10128504,146.0658638
O=[N+]([O-])N=CN=c1[nH]c([N+](=O)[O-])cn1N[N+](=O)[O-],163.0517954,1.795013913,8011.778717,30.65325542,5340.238521,3658.849955,689.1443463,154.613238,135.1421889
NC1=NC(=C([N+](=O)[O-])[N+](=O)[O-])N(C=N[N+](=O)[O-])C([N+](=O)[O-])=N1,163.0446548,1.820849338,8068.749672,31.56006098,5424.071109,3464.872892,633.5332848,201.5470395,165.3721819
O=c1c2nc3c([N+](=O)[O-])cn4nnc([N+](=O)[O-])c4c3nc2n([N+](=O)[O-])c(=O)n1N[N+](=O)[O-],163.0372434,1.935347634,8008.67196,29.41716591,5244.496966,2915.141845,570.7252508,230.2128483,205.73414
O=c1c([N+](=O)[O-])nn2nnnc2n1[N+](=O)[O-],163.0344559,1.930784996,8946.003923,38.03777948,6330.544039,4180.562836,636.4866516,436.0420316,128.851289
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1C=N[N+](=O)[O-],163.0300038,1.80797519,8127.461319,30.47562953,5220.847456,3405.125906,658.8811007,157.2019554,114.3007187
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1C=N[N+](=O)[O-],163.0300038,1.80797519,8127.461319,30.47562953,5220.847456,3405.125906,658.8811007,157.2019554,114.3007187
O=c1c(C=N[N+](=O)[O-])c([N+](=O)[O-])[nH]c(=NC=N[N+](=O)[O-])n1[N+](=O)[O-],163.0215487,1.860484714,8126.624768,31.8623727,5495.685543,3464.64186,626.8417184,102.1263536,153.0948321
NC1=NC([N+](=O)[O-])=NC(=C([N+](=O)[O-])[N+](=O)[O-])N1C=N[N+](=O)[O-],163.0178629,1.840144671,8190.011706,32.77196467,5441.663429,3435.963966,636.3291618,149.7706655,171.7111641
Nn1c(=O)c(N[N+](=O)[O-])nc2c1[n-]o[n+]2=O,163.006574,1.818646652,8157.285278,29.50295286,5765.051191,3858.969156,649.7323952,259.50503,141.0945138
Nn1c(=O)[nH]c2c1c(=O)n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],162.9522305,1.940062765,8102.537853,32.30945831,4217.996027,2847.776598,632.5844417,-285.7519005,157.8044307
O=[N+]([O-])N=CN=c1[nH]c([N+](=O)[O-])c(C=N[N+](=O)[O-])n1[N+](=O)[O-],162.9520588,1.820771031,8362.825905,33.19363325,5788.207041,3784.034376,648.6498217,224.8859105,142.0411433
NN=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],162.947065,1.849421861,8634.182499,34.59116566,5674.4223,3895.390238,678.478336,343.5156675,116.6874933
O=[N+]([O-])NN1C=NNC([N+](=O)[O-])=N1,162.945374,1.810725773,8625.606637,34.19527221,5405.967553,3857.856824,731.0510229,256.149249,169.3269087
Nn1c(=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N)n([N+](=O)[O-])c1=O,162.9449512,1.84311322,8129.124419,31.06916873,4800.255194,3409.319379,659.3666223,67.04776916,136.332537
Nn1c(=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N)n([N+](=O)[O-])c1=O,162.9449512,1.843113256,8129.124419,31.06916873,4800.255194,3409.319379,659.3666223,67.04776916,136.332537
O=[N+]([O-])Nn1c([N+](=O)[O-])nc2c([N+](=O)[O-])ncnc21,162.9266804,1.831949537,8282.016273,31.44091557,5900.822588,3759.370806,628.6239665,340.4834719,145.5366944
NC(=C1N=C(N[N+](=O)[O-])N=C(N[N+](=O)[O-])N1)[N+](=O)[O-],162.9174261,1.835262587,8074.048435,30.6599162,5039.427973,3345.22022,682.799592,148.3353966,164.3702252
NN=c1c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],162.9081982,1.837507246,8052.924912,31.07187328,5272.359394,3357.592799,634.3597461,196.949013,151.4250506
NN=c1c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],162.9081982,1.837507246,8052.924912,31.07187669,5272.359394,3357.592901,634.3597653,196.9489793,151.4250469
N=c1c([N+](=O)[O-])c(N)n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],162.9057409,1.88101897,8346.136709,33.52889247,5283.893455,3684.184343,675.8008357,24.73483489,131.8856709
Nn1c(=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N)c2n([N+](=O)[O-])c1=O,162.9019097,1.854047007,8196.140656,31.91681681,4923.632829,3509.857117,664.3448127,97.0266077,136.6219639
NN1C([N+](=O)[O-])=NC([N+](=O)[O-])=NC1=C([N+](=O)[O-])[N+](=O)[O-],162.8991684,1.90084622,8856.978206,37.75194577,6015.200638,3850.675397,648.0148601,217.3858115,166.916896
Nc1c([N+](=O)[O-])c2nn([N+](=O)[O-])nc2n([N+](=O)[O-])c1=O,162.897702,1.927171082,8504.882905,33.98771374,5663.798529,3419.102486,623.8025932,119.3066007,171.3285291
NN=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2nc(N)n1[N+](=O)[O-],162.8912484,1.840721888,8114.893653,32.22722856,5147.670581,3588.592991,683.3746067,337.1508186,137.1101363
Nn1c(=O)n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c1nc([N+](=O)[O-])n2N[N+](=O)[O-],162.8856668,1.788552201,8120.48127,31.21693025,5358.231882,3666.346546,665.9505995,223.3606292,114.5110768
Nn1c(=O)n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c1nc([N+](=O)[O-])n2N[N+](=O)[O-],162.8856668,1.788552201,8120.48127,31.21693025,5358.231882,3666.346546,665.9505995,223.3606292,114.5110768
Nn1c([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n([N+](=O)[O-])c(=O)[nH]c21,162.8808382,1.856465201,8156.705148,32.19344889,4769.920952,3382.284041,673.267626,120.1852514,130.718662
NN=C1C(=NN[N+](=O)[O-])C(=O)N(N[N+](=O)[O-])C(=O)N1N[N+](=O)[O-],162.8529893,1.829611964,8025.840961,30.45793908,4671.794087,3128.067307,679.8807212,-14.94643533,129.9872561
O=c1c([N+](=O)[O-])c([N+](=O)[O-])[nH]c(=N[N+](=O)[O-])n1[N+](=O)[O-],162.8524807,1.94814568,8912.876193,37.89906611,6166.758448,3808.957159,624.3564358,-14.79181726,138.4822481
Nn1nc2c([N+](=O)[O-])c([N+](=O)[O-])c(=O)n([N+](=O)[O-])c2n1,162.8162098,1.861246419,8481.454319,34.22733467,5745.8463,3575.311949,621.3516281,182.7191873,185.5474222
O=c1[nH]c2c(=NN[N+](=O)[O-])[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],162.807768,1.904407315,8247.837095,32.4332898,5027.365864,3327.151696,659.1661632,71.14296188,145.1083493
Nc1nc2c([nH]c(=O)n2N[N+](=O)[O-])c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],162.7812931,1.847740174,8144.158396,31.35568795,4953.737359,3453.788741,688.0566442,124.9545242,129.7881286
NN=c1n(N[N+](=O)[O-])ccn1N[N+](=O)[O-],162.7708564,1.792889353,8007.485937,29.67158005,5311.270325,3925.295623,743.9391269,242.3807621,152.9527903
Nn1c([N+](=O)[O-])nc2c(=N[N+](=O)[O-])[nH]c(=O)n(N[N+](=O)[O-])c21,162.7675404,1.862065318,8144.283576,32.95798219,4958.723017,3439.802904,669.9746037,75.45368129,128.74776
Nc1nn([N+](=O)[O-])c(=NN[N+](=O)[O-])c2n[nH]nc12,162.7573415,1.85793984,8284.157359,32.60343638,5080.521857,3688.2947,701.57857,433.3575283,162.159748
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n1N[N+](=O)[O-],162.749448,1.839959641,8917.746072,36.26435302,5999.110083,4106.072013,674.3160699,326.5589321,105.2232201
O=[N+]([O-])N=Cc1n[nH]c2nnc3n([N+](=O)[O-])nc(C=N[N+](=O)[O-])n1-n23,162.7406296,1.846004402,8101.195431,30.50405636,5524.593981,3511.596522,632.7151912,692.3167829,168.643585
O=c1[nH]c2c(=N[N+](=O)[O-])[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],162.7388131,1.924632897,8336.619423,33.61453446,5005.486957,3243.025479,631.0189109,-19.87282468,154.8239337
O=[N+]([O-])NN=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2ncn1N[N+](=O)[O-],162.7311639,1.842425918,8613.73246,33.89405356,5760.627511,4008.68388,673.0226483,404.8371709,120.427928
O=c1[nH]c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2c(=NC=N[N+](=O)[O-])n1N[N+](=O)[O-],162.6971455,1.818278616,8215.954795,31.94093613,5251.170542,3487.031427,657.5040593,184.771578,110.0425435
O=c1[nH]c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2c(=NC=N[N+](=O)[O-])n1N[N+](=O)[O-],162.6971455,1.818278616,8215.954795,31.94093613,5251.170542,3487.031427,657.5040593,184.771578,110.0425435
Nc1nc2n(N[N+](=O)[O-])c(=O)nc-2n([N+](=O)[O-])n1,162.6447044,1.88451141,8361.930553,33.57904441,5232.02006,3475.432108,682.2044405,180.264847,122.9019959
Nc1c([N+](=O)[O-])n(C=N[N+](=O)[O-])c(=NN[N+](=O)[O-])[nH]c1=O,162.6415866,1.865338274,8127.939002,31.99211124,4797.485504,3398.44449,686.0440342,69.81914488,152.810245
Nn1nnc2c([N+](=O)[O-])c(C=N[N+](=O)[O-])c(N[N+](=O)[O-])c-2n1,162.6296967,1.824368495,8183.836079,31.28983048,5989.228636,3811.090467,663.516163,559.8508778,162.4078342
O=c1[nH]c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],162.6244387,1.862263182,8509.972834,33.91275183,5509.437864,3576.687155,667.415145,148.0846719,110.9238849
Nn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])c1=N[N+](=O)[O-],162.6207396,1.820332171,8225.847013,31.8022364,5600.61192,3695.711127,646.5384201,345.8715547,142.2126614
O=[N+]([O-])NN=c1[nH]c([N+](=O)[O-])nc2c1ncn2[N+](=O)[O-],162.6179785,1.862659707,8140.950101,31.56067488,5317.220529,3560.402798,662.1395843,284.547384,141.3556662
Nn1nc2c(=O)n([N+](=O)[O-])nc(C=N[N+](=O)[O-])c2c1[N+](=O)[O-],162.6020592,1.844726795,8062.189413,30.56941248,5478.458959,3467.775595,634.733172,201.8897011,150.9168648
NC1=C(N)N([N+](=O)[O-])C([N+](=O)[O-])=C([N+](=O)[O-])C1=C1N=NN=N1,162.5927851,1.867027083,8235.382181,30.69971547,5365.940768,3439.812162,644.4022015,412.8366598,161.6797431
N=c1n(N)c([N+](=O)[O-])c([N+](=O)[O-])c(=O)n1N[N+](=O)[O-],162.5840922,1.871186002,8418.470804,33.19444155,5632.42592,3714.851697,675.2758539,53.31721514,134.0874662
N=c1c2nc(C=N[N+](=O)[O-])nc([N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],162.5778434,1.850465631,8139.628896,32.18211738,5479.156808,3347.329622,607.3515654,331.9120362,152.9456978
NC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C([N+](=O)[O-])N1N,162.5561707,1.842360951,8189.750133,30.06488149,5286.927858,3554.783762,655.1152187,536.6165373,142.4868302
NC1=C(N[N+](=O)[O-])NC(N[N+](=O)[O-])=C([N+](=O)[O-])C1=C1N=NN=N1,162.5505494,1.841111218,8137.397183,30.89419453,5390.602051,3512.386568,659.2978721,543.5509358,119.5770294
NN=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N)c(=O)n1[N+](=O)[O-],162.5493935,1.847741909,8139.192131,32.05388289,5068.962273,3596.250928,677.0824471,163.1754564,123.0559884
NN=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N)c(=O)n1[N+](=O)[O-],162.5493935,1.847741909,8139.192131,32.05388289,5068.962425,3596.25103,677.0824504,163.1753889,123.0559884
Nn1nc2c(N[N+](=O)[O-])noc2c1[N+](=O)[O-],162.5455292,1.840403923,8161.70627,31.2347179,5896.07887,3898.902008,654.1936691,272.4675581,149.607928
O=[N+]([O-])N=Cc1nc2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])c2nc([N+](=O)[O-])c(C=N[N+](=O)[O-])n12,162.5418632,1.781968509,8128.594301,29.23614313,5589.193403,3446.842721,605.5458206,474.8168473,117.6407743
Nn1c(C=N[N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])c1=NN[N+](=O)[O-],162.5363344,1.788371762,8237.603285,31.45460035,5463.049135,3693.22481,670.5499457,396.576153,121.6472857
Nc1c(=O)o[n-][n+]1N[N+](=O)[O-],162.5337318,1.840812198,8805.675492,32.79827355,6175.30197,4399.686287,723.1143762,115.7311233,91.97378114
Nn1nc([N+](=O)[O-])n(N[N+](=O)[O-])c1=O,162.5329259,1.860946856,8789.159668,35.69549418,6063.24733,4406.263022,719.3875369,92.1475542,131.8201109
Nc1nc([N+](=O)[O-])c2c(C=N[N+](=O)[O-])n([N+](=O)[O-])nc2n1,162.5003476,1.83721448,8019.403457,30.11926591,5430.148779,3418.468699,646.1579075,310.6486836,160.7451838
O=c1[nH]c(=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],162.4843886,1.907702686,8187.993072,32.55944728,4911.633077,3202.90829,625.1056256,-3.684233301,141.4667948
O=c1[nH]c(=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],162.4843886,1.907702686,8187.993072,32.55944728,4911.633077,3202.90829,625.1056256,-3.684233301,141.4667948
O=[N+]([O-])N=CN=c1[nH]c([N+](=O)[O-])c([N+](=O)[O-])n1N[N+](=O)[O-],162.4748437,1.825390573,8539.681312,34.37452492,5892.725958,3907.730467,675.3923926,209.7775354,138.4709478
Nc1nn(N[N+](=O)[O-])c2c1c(C=N[N+](=O)[O-])nn2N[N+](=O)[O-],162.4724723,1.815045536,8120.337298,30.92106274,5606.435577,3739.385661,688.8121382,395.3634504,137.3215196
NC1=C([N+](=O)[O-])N(N[N+](=O)[O-])C(=O)NC(=O)N1[N+](=O)[O-],162.470735,1.943305931,8254.686509,33.10932818,4437.419895,2908.869694,670.7163737,-230.2361842,144.0488934
N=c1ocnn1[N+](=O)[O-],162.460807,1.807525737,8044.264788,27.82187351,5297.352178,3351.335705,671.6002132,34.81943098,140.3263002
NC1=NC(=C(N[N+](=O)[O-])[N+](=O)[O-])NC([N+](=O)[O-])=N1,162.4546771,1.867299748,8203.100701,31.09275941,5225.462181,3437.156259,675.7116415,80.68449555,194.7494778
O=c1[nH]c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=NN[N+](=O)[O-])c2[nH]1,162.4432495,1.905384925,8243.66525,33.33797742,5195.419396,3356.339468,652.5144795,49.149685,125.433245
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])n2c([N+](=O)[O-])c([N+](=O)[O-])nc2n1,162.4399996,1.812267621,8434.178265,34.31453869,5805.111906,3609.359433,612.3042902,388.5935794,164.6096828
NN=c1c([N+](=O)[O-])c([N+](=O)[O-])nc(C=N[N+](=O)[O-])n1[N+](=O)[O-],162.434233,1.846815962,8441.685403,34.49248858,6122.237067,3874.971514,646.513189,271.7811545,146.6673954
NN=c1[nH]c([N+](=O)[O-])nc(N[N+](=O)[O-])c1[N+](=O)[O-],162.4128906,1.890887874,8516.975616,34.95203459,5483.216586,3639.971445,689.3847682,182.1732382,155.3325825
O=c1[nH]c([N+](=O)[O-])c([N+](=O)[O-])c(=N[N+](=O)[O-])n1C=N[N+](=O)[O-],162.4056245,1.884906272,8422.034331,34.38892762,5756.454788,3611.702105,625.3247952,17.77151831,137.980938
Nn1c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(C=N[N+](=O)[O-])c1=O,162.3965354,1.795849009,8113.991936,31.04304742,5271.831958,3572.843537,667.0504924,208.7870614,115.1120829
Nn1c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(C=N[N+](=O)[O-])c1=O,162.3965155,1.795849009,8113.991936,31.04304742,5271.831958,3572.843334,667.0505058,208.7870277,115.1120829
