smiles,BDE,Density,DetoD,DetoP,DetoQ,DetoT,DetoV,HOF_S,Td
O=c1cc([N+](=O)[O-])n2nnnc2n1N[N+](=O)[O-],164.883292,1.888715737,8447.648861,32.5791994,6103.721313,4000.511792,656.4142047,290.6840958,148.2342249
Nc1nc2c(=NN[N+](=O)[O-])[nH]c(=O)n(N[N+](=O)[O-])c2n1N[N+](=O)[O-],164.8736678,1.847294987,8111.658686,31.337902,4769.800823,3402.908262,682.515974,143.6428335,147.4525025
Nn1c([N+](=O)[O-])nc2c1c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],164.8711313,1.783322471,8059.654299,30.21993644,5219.798085,3580.2621,668.1326801,206.7595204,117.1857568
Nn1c([N+](=O)[O-])nc2c1c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],164.8711313,1.783322471,8059.654299,30.21993644,5219.798085,3580.2621,668.1326801,206.7595204,117.1857568
Nc1c([N+](=O)[O-])c(N[N+](=O)[O-])nn2c([N+](=O)[O-])nnc12,164.8667518,1.861874214,8451.118124,33.67438087,5625.069626,3758.171188,655.1969798,347.6035337,151.3410867
O=[N+]([O-])N=Cc1c([N+](=O)[O-])c2nnn(N[N+](=O)[O-])nc-2c1[N+](=O)[O-],164.8429389,1.842986974,8425.213831,33.30546135,6230.794823,3868.339437,619.7048413,535.8015638,130.3093051
O=c1c2c([N+](=O)[O-])nn([N+](=O)[O-])c2nc2n(C=N[N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])n12,164.825976,1.886021913,8223.207634,30.22561669,5543.542872,3319.603426,595.9249376,270.7368284,137.9133789
O=[N+]([O-])Nn1nnc2c([N+](=O)[O-])nc([N+](=O)[O-])c([N+](=O)[O-])c21,164.8004721,1.906327249,8932.549088,35.87485262,6484.593684,4110.201903,615.3682966,376.7751811,137.8259533
O=C1NC(=NN[N+](=O)[O-])C(=NN[N+](=O)[O-])C(=O)N1[N+](=O)[O-],164.7740038,1.864084456,8071.745495,30.93547908,4564.29854,2822.478223,655.0220348,-175.4846332,120.8464538
NC1=NN(N[N+](=O)[O-])C([N+](=O)[O-])=NN1N,164.7672728,1.832661749,8660.459299,35.54054495,5387.326932,3958.870462,768.6133142,323.8087258,191.5503768
O=[N+]([O-])N=Cc1nn2c([N+](=O)[O-])c([N+](=O)[O-])nnc2c1C=N[N+](=O)[O-],164.7621469,1.812172503,8197.606136,31.36276993,6147.839512,3754.522895,606.3207366,463.8832783,172.0334408
NN1C(=O)N(C=N[N+](=O)[O-])C(=O)N(N[N+](=O)[O-])C([N+](=O)[O-])=C1[N+](=O)[O-],164.7509572,1.908346713,8421.041987,33.11345493,4874.09125,3154.259698,665.7734902,-147.1426957,146.7277996
O=c1n([N+](=O)[O-])c(=O)n2c3c(C=N[N+](=O)[O-])n[nH]c3nc([N+](=O)[O-])n12,164.7124141,1.894227279,8062.119094,31.10614918,4877.669136,3062.211246,595.5599911,126.4115028,167.1795109
O=c1c([N+](=O)[O-])c(C=N[N+](=O)[O-])n2c([N+](=O)[O-])nnc2n1C=N[N+](=O)[O-],164.7072089,1.857894794,8106.432665,31.7177898,5814.111796,3458.48497,604.6992152,315.2310777,129.019327
O=c1c([N+](=O)[O-])c([N+](=O)[O-])n2nnnc2n1[N+](=O)[O-],164.6941828,1.935897302,8973.867139,39.16726583,6473.329072,4019.880444,608.8075172,378.4446309,142.4580815
O=c1c2c([N+](=O)[O-])nn(N[N+](=O)[O-])c2nc2[nH]c([N+](=O)[O-])c(C=N[N+](=O)[O-])n12,164.6868111,1.834370189,8061.016423,29.09437051,5236.007088,3220.570906,618.6324698,197.0936879,130.0083132
Nn1nnc2c([N+](=O)[O-])c(N[N+](=O)[O-])nc([N+](=O)[O-])c21,164.6818107,1.857054818,8445.989398,31.64552563,6011.917114,3878.176055,656.2918594,401.0514506,150.7119971
N=C1C(=O)N(N[N+](=O)[O-])C(=O)N(N[N+](=O)[O-])C1=NN[N+](=O)[O-],164.6638702,1.840881286,8145.229848,30.99824319,4733.93591,3048.579943,671.6308776,-56.36134737,116.6819956
NC1=C([N+](=O)[O-])N(N[N+](=O)[O-])C(=O)NC(=O)N1N[N+](=O)[O-],164.6584867,1.907251281,8355.931026,32.88720672,4599.834856,3093.222453,685.70201,-181.7687545,143.0938778
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],164.6546423,1.878592533,8178.959532,31.34636184,5374.012181,3307.421491,632.3173308,176.584704,139.0680953
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],164.6546423,1.878592533,8178.959532,31.34636184,5374.012181,3307.421491,632.3173308,176.584704,139.0680953
O=c1n([N+](=O)[O-])c([N+](=O)[O-])nc2cnc([N+](=O)[O-])n12,164.6475942,1.896446704,8446.938096,33.78950355,5854.609315,3604.609083,602.1465635,142.1450353,179.6338471
Nn1c(=NN[N+](=O)[O-])cc([N+](=O)[O-])n(N[N+](=O)[O-])c1=O,164.6436969,1.86705051,8456.016495,33.26863096,5575.451629,3932.044081,699.5251755,108.1954041,136.7543555
O=[N+]([O-])N=Cc1nc2c(nc(C=N[N+](=O)[O-])n3c(C=N[N+](=O)[O-])c([N+](=O)[O-])nc23)n1[N+](=O)[O-],164.639509,1.792712313,8022.336842,27.96074035,5698.861053,3245.087373,584.0932401,436.2469736,154.7295993
O=c1c2nc3c([N+](=O)[O-])c([N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc2n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],164.61456,1.904173225,8036.834638,30.38953393,5409.467341,3085.286789,583.316457,234.712354,175.0358641
N=c1[nH]c(=O)n([N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c12,164.6137277,1.885891148,8122.375634,31.74625585,4841.44292,3231.431959,644.3236643,45.7396129,123.5724868
N=c1[nH]c(=O)n([N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c12,164.6137277,1.885891148,8122.375634,31.74625585,4841.44292,3231.431959,644.3236643,45.7396129,123.5724868
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c2n1[N+](=O)[O-],164.6079281,1.854594796,8085.45372,31.08590423,5296.349269,3285.642007,626.4781814,176.2463978,133.8080019
O=[N+]([O-])Nc1c([N+](=O)[O-])nc2c3c([N+](=O)[O-])n[nH]c3nnn12,164.5985351,1.87268349,8177.868378,31.7622291,5455.881746,3598.133977,626.4944187,582.1333018,178.9736826
NN=c1c2c(nc([N+](=O)[O-])n1[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N,164.5983435,1.852648072,8300.000911,31.80804284,5285.940844,3657.408318,680.8812931,173.7795651,140.4930484
NC1=NC(=C([N+](=O)[O-])[N+](=O)[O-])NC(N[N+](=O)[O-])=N1,164.5827743,1.845528775,8161.964812,31.95433272,5332.679873,3411.267231,669.4148894,124.1188877,141.2768876
NN1N=CN([N+](=O)[O-])N=C1[N+](=O)[O-],164.5681365,1.806291912,8632.760362,32.17838796,5784.606229,4074.115517,727.8058625,281.2243869,210.3669546
Nn1c([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n(C=N[N+](=O)[O-])c21,164.5549123,1.782296036,8067.336628,30.28255902,5250.693694,3596.461614,668.6136977,229.6575805,116.1084997
Nn1c(=O)n(N[N+](=O)[O-])c2c(=NC=N[N+](=O)[O-])n(N[N+](=O)[O-])c([N+](=O)[O-])nc21,164.5318855,1.785870959,8101.828603,30.83308793,5369.463176,3677.96967,663.4068387,237.5254609,116.4100759
Nn1nc([N+](=O)[O-])c2c1nnn1c(N[N+](=O)[O-])c([N+](=O)[O-])nc21,164.5245798,1.832833113,8171.132928,31.66176661,5665.360052,3822.415213,652.1227998,564.6837265,164.5441963
Nn1c(=O)n(N[N+](=O)[O-])c2c(=O)n(N[N+](=O)[O-])c([N+](=O)[O-])nc21,164.5161776,1.831657892,8034.986951,30.77541234,5158.387429,3440.913099,653.6533167,-24.15577395,130.490286
O=[N+]([O-])c1cnc2c(nnn2[N+](=O)[O-])c1[N+](=O)[O-],164.5154443,1.831297122,8294.884915,31.25253626,6195.553939,3603.27874,585.3274805,346.81709,194.1802135
Nc1nc(=O)c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n1[N+](=O)[O-],164.4942208,1.881524604,8221.52271,33.38267592,5099.097829,3332.949677,627.4992933,56.1944888,158.7826679
Nn1c([N+](=O)[O-])cn(C=N[N+](=O)[O-])c1=N[N+](=O)[O-],164.4937122,1.795654796,8151.248167,31.19466285,5891.44825,4075.462442,684.333853,206.60053,129.6991301
Nn1c([N+](=O)[O-])nc2c([N+](=O)[O-])nc(N[N+](=O)[O-])n2c1=O,164.4870208,1.862901678,8175.920972,32.58745631,5247.494229,3478.668796,655.6154195,113.1780259,140.6399668
Nn1c(N[N+](=O)[O-])nc2noc([N+](=O)[O-])c21,164.4830047,1.786437981,8093.400047,30.70868177,5863.31087,3828.494685,651.0090534,275.0874726,129.0713561
Nc1nn2c([N+](=O)[O-])nc(C=N[N+](=O)[O-])c2c(=O)n1[N+](=O)[O-],164.4810098,1.834397737,8003.885736,29.65106226,5262.49858,3220.694102,634.3131818,186.4227282,147.9077184
O=[N+]([O-])N=Cn1nc2c([N+](=O)[O-])n[nH]c(=NN[N+](=O)[O-])c2n1,164.4731228,1.870721473,8442.698963,33.76054979,5623.498932,3808.066601,680.4914102,481.3981514,145.3109129
O=[N+]([O-])N=Cc1n[nH]c(=NN[N+](=O)[O-])c2n[nH]nc12,164.4584652,1.839536869,8047.205145,30.7571438,5027.559813,3475.988884,696.7142328,515.5514077,184.7727252
NN=c1c([N+](=O)[O-])c([N+](=O)[O-])ncn1[N+](=O)[O-],164.4552219,1.834616824,8311.161595,32.41470408,5821.859044,3864.623594,649.8313864,186.4526423,160.8788947
NC1=C([N+](=O)[O-])N(N[N+](=O)[O-])C([N+](=O)[O-])=C([N+](=O)[O-])C1=C1N=NN=N1,164.4415287,1.879447947,8536.330864,34.07608757,5724.224922,3692.032823,639.1206674,535.0729563,123.9122377
N=c1c2nc([N+](=O)[O-])n(N)c2n(N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],164.4375191,1.837950625,8042.251004,31.2651092,5127.010235,3422.870212,655.4642602,154.2073382,108.9643163
O=C1N=C([N+](=O)[O-])C(=N[N+](=O)[O-])N1,164.4253716,1.873696096,8086.502136,31.14120098,4973.799506,3103.654708,626.7878745,-104.114752,131.2971925
NN=c1n(N)c([N+](=O)[O-])c(N[N+](=O)[O-])n1C=N[N+](=O)[O-],164.4234626,1.793026662,8190.426042,31.0453052,5322.834495,3854.35889,717.0520675,299.4324838,128.8982982
O=c1n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c(=NC=N[N+](=O)[O-])c2n1[N+](=O)[O-],164.4223661,1.851868905,8074.784964,30.94777407,5251.70669,3333.089965,625.238789,169.5322697,138.641753
O=[N+]([O-])N=Cn1c([N+](=O)[O-])nc2[nH]c([N+](=O)[O-])nc2c1=NN[N+](=O)[O-],164.4159191,1.851344833,8396.725626,33.02227934,5462.807348,3541.187353,656.1894172,376.1453307,131.4655943
NN=c1c2n[nH]nc2c(N[N+](=O)[O-])nn1N[N+](=O)[O-],164.3914985,1.845271728,8090.647914,31.7189886,4936.988234,3668.907839,714.1495292,525.4484499,163.6058519
NN=c1[nH]c(C=N[N+](=O)[O-])c([N+](=O)[O-])n1N[N+](=O)[O-],164.3914127,1.824604791,8377.874733,32.15195971,5673.475329,3784.065303,708.254714,256.0992458,132.6539176
Nn1nc([N+](=O)[O-])c2nn([N+](=O)[O-])nc2c1=NN[N+](=O)[O-],164.3634053,1.880211604,8815.596504,36.07628406,6255.674967,4237.440486,691.7593421,458.555125,141.2902568
Nc1c([N+](=O)[O-])nc(N[N+](=O)[O-])[nH]c1=NN[N+](=O)[O-],164.3566148,1.876531277,8422.822992,33.50625673,5049.446055,3707.469248,700.7255384,125.8325671,130.4435855
NN1C=NN(N)C(N[N+](=O)[O-])=N1,164.3486156,1.742900933,8216.694355,29.11622693,4734.009271,3885.503161,870.6107946,355.6141644,214.491011
N=c1c([N+](=O)[O-])c(C=N[N+](=O)[O-])nc([N+](=O)[O-])n1[N+](=O)[O-],164.3353319,1.836384989,8439.783158,34.19162975,6044.812885,3717.739039,621.1629291,240.783194,128.5392027
Nc1nc([N+](=O)[O-])c2c(=O)n(N[N+](=O)[O-])c([N+](=O)[O-])nn12,164.3259389,1.880526712,8475.563604,33.4771171,5644.984745,3656.907291,656.3761573,176.8935012,155.4923998
NC1=C(N[N+](=O)[O-])N(N[N+](=O)[O-])C([N+](=O)[O-])=C(N)C1=C1N=NN=N1,164.3187256,1.840404177,8154.878981,30.41235384,5253.382535,3545.686427,673.4223707,557.9596721,130.37811
Nn1nc([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)c21,164.3173517,1.852976267,8076.685087,30.49993302,5510.192567,3391.696337,635.8709362,157.8819778,156.0667519
O=[N+]([O-])N=c1[nH]cno1,164.3052702,1.802704173,8075.135346,29.66916539,5531.426506,3699.66319,677.920245,62.10254,143.5763247
Nc1c([N+](=O)[O-])nc2nnc(N[N+](=O)[O-])n2c1[N+](=O)[O-],164.3041341,1.890207802,8625.971264,34.8547746,5765.548519,3916.917834,664.5533311,350.7586944,177.6218902
O=[N+]([O-])N=CC1=N/C(=C2/C([N+](=O)[O-])=NO[N+]2=O)O[N-]1,164.2907711,1.875558078,8449.411681,33.99687955,6509.593345,3929.676994,595.5369953,400.8367174,129.8268105
NN=c1c([N+](=O)[O-])cnc([N+](=O)[O-])n1N[N+](=O)[O-],164.2604716,1.810218042,8440.321461,33.27109678,6021.397825,3988.041754,683.0162232,246.8371524,134.6517528
O=c1n([N+](=O)[O-])nnc2c([N+](=O)[O-])nc([N+](=O)[O-])n12,164.2483373,1.90337844,8916.690684,36.92429026,6220.039155,3869.319721,622.8186936,334.9094896,136.898503
Nc1nc2c(c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N)n1[N+](=O)[O-],164.2372004,1.78835712,8019.718376,30.27890293,4921.973643,3483.41701,688.1883364,144.1098783,122.1660625
Nc1nc2c(c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N)n1[N+](=O)[O-],164.2372004,1.78835712,8019.718376,30.27890293,4921.973643,3483.41701,688.1883364,144.1098783,122.1660625
O=c1c(C=N[N+](=O)[O-])c([N+](=O)[O-])n2nc([N+](=O)[O-])nc2n1C=N[N+](=O)[O-],164.2368702,1.855150971,8125.058963,32.17335401,5527.492206,3378.439406,605.3675424,189.3764584,149.0773034
NN1NC=NC1=C([N+](=O)[O-])[N+](=O)[O-],164.2288841,1.866913274,8320.79921,31.82312253,5742.106408,3828.291018,719.3743707,224.0394023,133.6486881
O=c1n(C=N[N+](=O)[O-])nc(C=N[N+](=O)[O-])c2c([N+](=O)[O-])c([N+](=O)[O-])nn12,164.2123505,1.843762056,8078.754036,31.56922851,5794.830946,3429.378991,600.7940376,287.8588004,143.9200077
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])nc2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c12,164.1885046,1.796399762,8012.288832,30.1849324,5771.493833,3449.648881,610.9874353,396.9322186,164.465572
Nn1c(=N[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n(N)c1=O,164.1854991,1.850170876,8172.327136,31.8735712,4985.901505,3465.851548,658.5068707,74.17419523,140.431821
O=c1c([N+](=O)[O-])c([N+](=O)[O-])nc2n(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])nn12,164.1741839,1.81448936,8013.23268,30.59038388,5843.919366,3382.458307,604.856642,267.721413,150.7201517
O=[N+]([O-])N=Cc1nn(C=N[N+](=O)[O-])c2nnc3n(N[N+](=O)[O-])nc([N+](=O)[O-])n1-n23,164.154004,1.812892668,8331.465238,32.02571867,5967.699876,3886.305822,641.0426352,742.0451553,116.7372586
NC=C1N=C([N+](=O)[O-])NN1[N+](=O)[O-],164.1523923,1.823638605,8151.180273,29.7484024,5288.300629,3692.963869,704.0731294,120.8746599,196.0666696
Nc1nn(N)c(=NN[N+](=O)[O-])c2nn([N+](=O)[O-])nc12,164.1337912,1.808099231,8268.515973,31.54371939,5379.815663,3891.772667,725.512871,445.5513384,159.8189022
Nc1nn(N[N+](=O)[O-])c(=NN[N+](=O)[O-])o1,164.1289956,1.896001734,8849.219194,36.59365744,5717.210828,4124.033718,738.2192799,159.5741839,122.6763723
N=c1c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],164.1251974,1.833583611,8032.311805,30.48468962,5407.155088,3251.007838,619.592319,178.8284301,109.841652
N=c1c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],164.1251974,1.833583611,8032.311805,30.48468962,5407.155088,3251.007838,619.592319,178.8284301,109.841652
NC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C([N+](=O)[O-])N1,164.1217163,1.862916212,8167.818852,31.61852611,5372.165924,3467.298678,644.4473556,458.0606308,136.3108993
N=c1n(C=N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],164.1144701,1.815481829,8003.158603,30.43507824,5404.678994,3323.744913,621.1500935,105.8326125,131.4749469
O=[N+]([O-])Nn1nnc2c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])nc21,164.1128913,1.895288004,8785.226059,35.73702599,6413.133461,3923.163535,608.4977439,367.9802675,138.7545133
Nc1nnc2n([N+](=O)[O-])c(=O)c(C=N[N+](=O)[O-])c([N+](=O)[O-])n12,164.1059489,1.861856571,8202.54876,31.80309927,5516.753197,3429.771674,643.5729673,221.5193928,168.2501551
O=c1c2c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c2nc2n([N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])n12,164.0995284,1.891586167,8208.634973,30.526143,5706.218875,3362.26736,598.1624153,330.7060524,140.1796905
Nn1c([N+](=O)[O-])nc2c1c(=N[N+](=O)[O-])[nH]c(=O)n2N[N+](=O)[O-],164.0916678,1.866150087,8227.906566,32.84415039,4857.648866,3412.439279,676.2073349,70.40535654,132.9493971
Nn1c([N+](=O)[O-])nc2c1c(=N[N+](=O)[O-])[nH]c(=O)n2N[N+](=O)[O-],164.0916678,1.866150087,8227.906566,32.84415039,4857.648866,3412.439279,676.2073349,70.40535654,132.9493971
NN=c1c2c(nc([N+](=O)[O-])n2N)n(N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],164.081601,1.833629886,8159.541542,31.44057963,5001.74737,3538.390959,677.3807843,169.3504892,124.578598
NN=c1c2c(nc([N+](=O)[O-])n2N)n(N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],164.081601,1.833629886,8159.541542,31.44057963,5001.74737,3538.390959,677.3807843,169.3504892,124.578598
O=[N+]([O-])c1nnc([N+](=O)[O-])n1[N+](=O)[O-],164.0618836,1.92173293,9569.755583,43.03532656,7090.193097,4845.661931,654.8668693,352.0892978,140.8556276
Nn1c([N+](=O)[O-])nc2c(=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c([N+](=O)[O-])nc21,164.0553507,1.834217949,8276.024929,32.81115686,5638.538435,3683.780469,648.0638869,351.6692174,142.433537
O=[N+]([O-])Nn1c2ncnc-2c([N+](=O)[O-])nc1[N+](=O)[O-],164.0520876,1.883315762,8280.161918,32.61212302,5811.200273,3739.422488,627.900978,320.5511953,122.1237719
Nn1nc(N[N+](=O)[O-])c2[nH]nc([N+](=O)[O-])c21,164.0506938,1.852330902,8038.015508,30.87843443,5285.887199,3746.866179,695.3935637,328.4265712,188.266988
O=[N+]([O-])Nn1ncc2nc([N+](=O)[O-])nnc21,164.0297874,1.825586414,8148.776098,30.2385017,5864.859708,3850.783029,652.8971397,396.6584675,154.6468188
O=[N+]([O-])N=Cc1nc2c([N+](=O)[O-])nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c-2n1,164.0247474,1.830489937,8143.309418,30.85349659,5993.261362,3498.019035,612.5776227,399.1659171,147.4031597
Nc1nc2nc([N+](=O)[O-])nc([N+](=O)[O-])c2n1N[N+](=O)[O-],164.016867,1.860479219,8374.473062,33.44229722,5685.207924,3749.096132,656.4373775,300.5011531,156.1474452
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])nc2nc([N+](=O)[O-])c(C=N[N+](=O)[O-])n12,163.9678806,1.792728039,8102.011371,30.28741563,5823.425305,3508.943772,613.8444964,365.0102973,161.8018817
O=[N+]([O-])NC1=C([N+](=O)[O-])NC=C([N+](=O)[O-])C1=C1N=NN=N1,163.9462145,1.819747941,8169.715035,30.34034887,5581.875013,3550.177362,626.7354051,450.5218055,110.3552325
Nc1nn(N[N+](=O)[O-])c2c([N+](=O)[O-])nn(N[N+](=O)[O-])c12,163.9380237,1.895752497,8773.194877,35.77554631,6113.341716,4236.680348,686.8881046,340.2151904,139.6970967
NN=c1n(C=N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n1[N+](=O)[O-],163.9374952,1.836258671,8786.967662,36.56098961,5993.201756,4030.48839,676.5695226,331.1716792,163.2002488
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])[nH]c(=N[N+](=O)[O-])c1[N+](=O)[O-],163.9294167,1.866691584,8505.76583,35.29597703,5969.100464,3732.392641,623.6861681,178.7080985,133.3524295
Nn1c([N+](=O)[O-])nc2[nH]c(=O)n([N+](=O)[O-])c2c1=N[N+](=O)[O-],163.9207965,1.884593875,8293.423679,33.7555346,5064.773043,3437.058088,651.5442831,60.89274096,133.4054031
O=C1NC([N+](=O)[O-])=C([N+](=O)[O-])N(N[N+](=O)[O-])C(=O)N1C=N[N+](=O)[O-],163.9006101,1.89176093,8221.845207,32.15576246,4872.423353,3041.442769,648.1055974,-211.8958373,135.997953
O=c1c2c([N+](=O)[O-])n[nH]c2nc2n(N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,163.8977036,1.911177122,8449.261041,33.1751993,5585.438686,3420.001588,621.1991679,295.0541876,168.1862285
O=c1n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1N[N+](=O)[O-],163.87613,1.815730199,8232.055375,31.71937058,5308.575524,3502.91008,658.7061875,184.955857,109.2178322
O=c1n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1N[N+](=O)[O-],163.87613,1.815730199,8232.055375,31.71937058,5308.575524,3502.91008,658.7061875,184.955857,109.2178322
O=[N+]([O-])N=CN=c1[nH]cc([N+](=O)[O-])n1N[N+](=O)[O-],163.863104,1.797238364,8125.809434,30.83794283,5682.250856,3699.403165,690.3499163,172.8993276,141.1055128
Nn1c([N+](=O)[O-])nn2c(=O)c([N+](=O)[O-])c(N[N+](=O)[O-])nc12,163.8565381,1.864992833,8195.735717,32.53141096,5436.180292,3494.279997,641.0815527,167.695355,149.7494112
O=[N+]([O-])N=Cc1[n-][n+](=O)cnc1[N+](=O)[O-],163.8504742,1.777557189,8229.970362,30.90399641,5958.896533,4023.801581,645.3320618,210.2862102,130.6468841
O=c1c2nc3c([N+](=O)[O-])c([N+](=O)[O-])n4nncc4c3nc2n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],163.8469337,1.947579309,8024.170586,30.24906243,5414.923274,2912.208419,551.8352584,253.5097856,266.194445
O=c1[nH]c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n1C=N[N+](=O)[O-],163.8299443,1.826307519,8223.548922,31.40399992,5126.156036,3419.421516,658.205803,151.5286084,105.0247172
O=c1[nH]c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n1C=N[N+](=O)[O-],163.8299443,1.826307519,8223.548922,31.40399992,5126.156036,3419.421516,658.205803,151.5286084,105.0247172
O=c1[nH]c(=O)n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c12,163.8240588,1.917829974,8286.338757,32.42056679,5049.896615,3225.129085,642.6131198,-61.05830809,130.7464626
N=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2[nH]c(=O)n1N[N+](=O)[O-],163.7921872,1.872991946,8198.008348,32.05172061,5076.286624,3239.790724,655.3410432,67.1046262,124.6330893
Nn1nc(N[N+](=O)[O-])nc2n(N[N+](=O)[O-])c(=O)nc1-2,163.7510613,1.866986881,8175.650608,32.13882061,4930.232127,3479.15436,700.4965225,205.75257,132.2975966
Nn1cnc2c1c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],163.7410077,1.809662734,8124.010849,30.94985961,5084.654691,3565.157421,690.8970087,136.465307,118.45316
Nn1cnc2c1c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],163.7410077,1.809662734,8124.010849,30.94985961,5084.654691,3565.157421,690.8970087,136.465307,118.45316
Nn1nc2c([N+](=O)[O-])nn([N+](=O)[O-])c(=NN[N+](=O)[O-])c2n1,163.73968,1.889871074,9082.063214,36.69024555,6193.289218,4353.648734,696.4134207,480.6835218,145.1069896
Nn1c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N[N+](=O)[O-])c1=O,163.7099354,1.836136799,8555.22116,33.76182874,5612.775359,3881.162687,687.1939802,263.329983,117.9743807
Nn1c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N[N+](=O)[O-])c1=O,163.7099354,1.836136799,8555.22116,33.76182874,5612.775359,3881.162687,687.1939802,263.329983,117.9743807
Nc1c(N[N+](=O)[O-])c2nnn(C=N[N+](=O)[O-])nc-2c1[N+](=O)[O-],163.698455,1.827265209,8064.183193,30.66903768,5821.305167,3659.753737,663.0721358,532.8414862,163.0650441
Nn1c(C=N[N+](=O)[O-])nc2c([N+](=O)[O-])nc([N+](=O)[O-])nc2c1=NC=N[N+](=O)[O-],163.6635383,1.817842033,8129.013485,29.70925284,5582.774452,3480.543198,630.8030595,358.8573793,175.0906934
NC1=C([N+](=O)[O-])N(N[N+](=O)[O-])C(N)=C(N[N+](=O)[O-])C1=C1N=NN=N1,163.648524,1.82185146,8163.376038,29.64985834,5150.169753,3467.155542,666.7988481,539.6536623,127.5143863
O=c1c([N+](=O)[O-])c([N+](=O)[O-])c2n[nH]nc2n1[N+](=O)[O-],163.6115926,1.938122729,8464.10255,35.55519832,5675.469836,3460.827846,593.2841638,202.2714941,229.7050679
Nn1c(=O)[nH]c([N+](=O)[O-])c(C=N[N+](=O)[O-])c1=NN[N+](=O)[O-],163.6015786,1.844978745,8073.637434,30.59230571,4930.2118,3468.152104,689.2349433,101.0745659,153.0735508
NN=C1N(N[N+](=O)[O-])C(=O)C(=O)N1N[N+](=O)[O-],163.5847874,1.809434826,8157.696886,31.09400767,4689.448765,3055.042739,692.4728359,-25.83072709,135.796106
