ID,DetoQ(J/g),SMILES
QAJJUI,2561,Oc1cccc(c1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
QAJWUV,2630,COC(=O)/C=C\C(=O)Nc1ccc(cc1)[N+](=O)[O-]
QAMJOG,1985,CO[C@@H]1[C@@H](O[N+](=O)[O-])c2c(N1C(=O)OC(C)(C)C)cccc2
QANWAE,2820,Oc1ccc(cc1/C=N/C1CC1)[N+](=O)[O-]
QAQDAN,2153,CCN([C@H]1CN=NN1c1ccc(cc1)[N+](=O)[O-])CC
QAQPIH,4848,N#CC1=NO[C@](C1(C)C)(C#N)[N+](=O)[O-]
QARHEZ,1973,CCCN1[C@@H]2[C@@]1([N+](=O)[O-])C(=O)N(c1c2cccc1)C
QATYES,2039,[O-][N+](=O)c1nnn(c1c1cccc2c1cccc2)Cc1ccccc1
QATZOD,2557,[O-][N+](=O)c1ccc(cc1)NN1C(=O)c2c(C1=O)cccc2
QAVCIC,3355,[O-][N+](=O)c1cc(ccc1NN1C(=O)c2c(C1=O)cccc2)[N+](=O)[O-]
QAXJOO,1666,COC(=O)C1=C(C)NC(=O)[C@H]([C@@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)N
QAZDOK,3601,CC1=C(C)C[C@H]2[C@](C1)([N+](=O)[O-])[C@H](O)NC1=C2[N+](=O)O[N-]1
QEBRIB,3469,Cc1ccc(cc1)c1noc2n1cc(n2)[N+](=O)[O-]
QEBWUP,2640,O=C(Nc1ccccc1[N+](=O)[O-])ON1C(=O)CCC1=O
QECKIU,2562,OC1=CC(=O)/C(=C\Nc2cccc(c2)[N+](=O)[O-])/C=C1
QECQUN,4072,NC(=C([N+](=O)[O-])[N+](=O)[O-])N1N=C(C[C@@]1(C)O)C
QEGQUR,2537,C[C@]1(C[C@H]1[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1)c1ccccc1
QELQEG,1715,O=C(c1c2ccccc2nc(c1[N+](=O)[O-])N)NCc1ccccc1
QEPJAY,1690,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)/C=C/c1ccccc1
QEPJEC,1723,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1
QEPJIG01,1934,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)C
QERYUK,2416,[O-][N+](=O)c1ccccc1/C=C/1\Nc2c(C1=O)cccc2
QERZAR,2126,[O-][N+](=O)c1ccc(cc1)c1cc(=O)c2c([nH]1)cccc2
QETTEO01,2042,C/C(=N\N=C(\c1ccccc1)/C)/c1ccc(cc1)[N+](=O)[O-]
QEVFEC,2492,O=C(c1ccccc1)/C=c/1\[nH]c2cc(ccc2oc1=O)[N+](=O)[O-]
QEXZIF,2203,Cc1nn(c(c1/N=N/c1ccccc1)C)c1ccc(cc1)[N+](=O)[O-]
QEYGOS,1729,[O-][N+](=O)c1cccc(c1O)/C=C/C1=Nc2c(C1(C)C)cccc2
QEYHAF,1692,Oc1ccc(cc1/C=C/C1=Nc2c(C1(C)C)cccc2)[N+](=O)[O-]
QIFPON,5825,[O-][N+](=O)c1c2N=NN=[n+]2c2c(c1N)[n+](=O)on2
QIJDAO,3016,[O-][N+](=O)N1CCc2c1cccc2
QIKDAP,2654,Nc1ccc(c(c1)N)[N+](=O)[O-]
QIKDET,4459,Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
QIMGIC,2360,N#CC1=C(N)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)C)C
QIMGOI,2128,CCOC(=O)C1=C(C)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C#N)N
QIRPAL,4018,[O-][N+](=O)c1cc(C)c(c(c1O)[N+](=O)[O-])C
QIRQOZ,2738,[O-][N+](=O)c1ccc(cc1)n1nnc(c1C)C(=O)C
QIXSAS,4865,N/N=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
QIYJIR,2387,N#C/C=C/1\CCC[C@@H]1OC(=O)c1ccc(cc1)[N+](=O)[O-]
QOCNUT,1633,Cc1cnc(c(n1)Cc1c[nH]c2c1c(ccc2)[N+](=O)[O-])C
QOFHEZ,2353,[O-][N+](=O)c1ccc(cc1)N/N=C/C=C/c1ccccc1
QOFQIL,1032,CC1(C)NC(NC1(C)C)c1ccc(cc1)[N+](=O)[O-]
QOFQOR,2386,ON1C(c2ccc(cc2)[N+](=O)[O-])N(C(C1(C)C)(C)C)O
QOKYAR,1847,CN1CC(=C2C(=C(c3ccccc3)c3c2cccc3)C1)[N+](=O)[O-]
QOLXIY,4938,CCN([N+](=O)[N-]Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CC
QONRUI,4452,[O-][N+](=O)N(CO)C
QOQWUO,3269,O=Cc1cn(nc1c1cc(C)ccc1O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
QOTGEL01,1123,[O-][N+](=O)c1ccc(nc1)NC1CCCCCCC1
QOTGOV02,859,[O-][N+](=O)c1ccc(nc1)N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
QOVLIX,2441,O=C[C@@H]1CC[C@H](N(O1)c1ccccc1)[C@H]([N+](=O)[O-])C
QOVXUV,2422,[O-][N+](=O)C1=C/C(=C/NCCCO)/C(=O)C=C1
QOYJOD06,4153,[O-][N+](=O)c1n[nH]c(=O)[nH]1
QQQAIY04,2406,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1
QQQCOY10,2137,O=C(Nc1ccccc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])C
QQQFGG01,3629,[O-][N+](=O)c1cc(ccc1Nc1ccccc1)[N+](=O)[O-]
QQQFNG02,4467,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])N
QUCJEE,2602,O/N=C(/c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])\C
QUDROX,3091,O=C(c1noc(c1[N+](=O)[O-])c1ccccc1)c1ccccc1
QUFSAN,3249,O=C(Oc1ccccc1)Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
QUGLIN,2269,[O-][N+](=O)N1c2ccccc2C(=O)[C@]1(C)c1ccccc1
QUJGIL,2261,OC(=O)c1cc(cc(c1c1c(cc(cc1C(=O)O)[N+](=O)[O-])C(=O)O)C(=O)O)[N+](=O)[O-]
QUNDIO02,3608,O=C(c1cccc(c1)[N+](=O)[O-])c1cccc(c1)[N+](=O)[O-]
QUNRIC,2857,O=C1N(C)C(=O)N(C(=O)C1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
QUXTIO,1880,[O-][N+](=O)c1ccc(cc1)/C=N/c1c(nc2n1cccc2)c1ccccc1
QUYKUR01,1755,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc(c1C)C
QUYQEH,1905,CC(=O)N1N=C(C[C@@H]1c1ccccc1)c1ccccc1[N+](=O)[O-]
QUZBET,2596,Oc1ccc(cc1)/C=N/NC(=O)c1ccccc1[N+](=O)[O-]
QUZNUV,2188,O=CNCCc1ccc(cc1)[N+](=O)[O-]
RABPIP,2646,COC(=O)/C(=C/[N+](=O)[O-])/NC(=O)c1ccccc1
RAJHIT,1688,CN([C@H](c1ccccc1)C)c1ccc(cn1)[N+](=O)[O-]
RAJHOZ,1480,Cc1cc(cnc1N[C@H](c1ccccc1)C)[N+](=O)[O-]
RAKMUM,1833,CNc1ccc(c2c1c(ccc2)N(C)C)[N+](=O)[O-]
RAKNAT,1848,CNc1cccc2c1c(ccc2[N+](=O)[O-])N(C)C
RAMRUS,2928,O=C(c1ccc(cc1)[N+](=O)[O-])N1[C@@H]2[C@H]1COCOC2
RAMSAZ,2731,[O-][N+](=O)c1ccc(cc1)CN1[C@@H]2[C@H]1COCOC2
RAMVUW,5360,[O-][N+](=O)c1c[nH]nn1
RAPFIY,3913,COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
RAPHEY,2100,Oc1ccc(cc1/C=N/c1ccccc1Oc1ccccc1)[N+](=O)[O-]
RAPLAY,2174,Oc1ccc(c(c1)/C=N/c1cccc2c1cccc2)[N+](=O)[O-]
RAQROR,5745,O=[N+]1O[N-]C2=C1[C@@H]1[C@H]3C=C[C@@H]([C@@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C3
RAQRUX,5199,O=[N+]1O[N-]C2=C1[C@H]1CC(=C(C[C@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C)C
RASZIU,1621,CN(CC[NH2+]Cc1cc(ccc1[O-])[N+](=O)[O-])C
RAVNEH,1659,CC(=O)N(c1c(C)ccc(c1[N+](=O)[O-])C)C(=O)C
RAYXUK,2992,COc1cc(=O)c2c([nH]c1=O)ccc(c2)[N+](=O)[O-]
REBHOW,1874,[O-][N+](=O)c1c(C)cccc1c1nc2c([nH]1)cccc2
REBLER,2102,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C(\c1ccccn1)/c1ccccc1
REBPEU,2211,CC[C@@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
REGCUB,2926,Cc1nn2c(c1)[nH]nc2c1cccc(c1)[N+](=O)[O-]
REKKAW,1744,CCc1cc(nn1c1ccc(cc1)[N+](=O)[O-])c1ccccc1
RELQUW,2172,[O-][N+](=O)c1c(nc2n1cccc2C)c1ccccc1
RENTUZ,2363,CN(c1ncnc(c1[N+](=O)[O-])N(C)C)C
REVRER,2658,CCn1nc2c(c1)c(ccc2)[N+](=O)[O-]
REVRIV,2606,CCn1ncc2c1cccc2[N+](=O)[O-]
REWDUS,1646,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
REYKAH,2296,O=Cc1n(nnc1C(C)(C)C)c1ccc(cc1)[N+](=O)[O-]
REYKEO,6813,CO[N-][N+](=O)C([N+](=O)[N-]OC)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
REZFUA,2028,CN(C(=O)c1ccccc1)c1ccc(cc1)[N+](=O)[O-]
REZGEL,2041,COc1ccc(cc1)C(=O)N(c1ccc(cc1)[N+](=O)[O-])C
RIGHUK04,3292,[O-][N+](=O)c1cc(ccc1Cc1ncccc1C)[N+](=O)[O-]
RIGJIA,6167,[O-][N+](=O)N1CN([C@H]2[C@@H]1[C@H]1[C@@H]2N(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
RIJBIY,2492,CC(=O)c1cccc(c1)n1nc2c(c1[N+](=O)[O-])cccc2
RIJMOM,2145,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1ccc(c2)[N+](=O)[O-]
RIKNOO,4647,[O-][N+](=O)c1cc[nH]n1
RIKZOD,5305,[O-][N+](=O)c1cc(cc(c1Nn1nn[nH]c1=O)[N+](=O)[O-])[N+](=O)[O-]
RILXOB,2830,O=[N+]1C(=[N+]=c2c(=C1C)cccc2)c1ccc(cc1)[N+](=O)[O-]
RINWUG,3516,O=C(c1ccncc1)N/N=C/c1ccc(o1)[N+](=O)[O-]
RINYOC,4066,O=[N+](c1ccccc1)/C=C/1\C=CC(=[O+]1)[N+](=O)[O-]
RIQRIV,1920,Oc1ccc2c(c1Nc1ccc(cc1)[N+](=O)[O-])cccc2
RIRMAH,2719,[O-][N+](=O)c1ccc(c(c1)N)N
RIYQOG,5015,COc1ccc(c(c1c1c(OC)c(cc(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
RIYTID,3288,N#Cc1cc(ccc1C)[N+](=O)[O-]
RIZGUD,4040,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccco1)\C)[N+](=O)[O-]
ROFGAV,3378,N#Cc1ccc(c(c1)[N+](=O)[O-])C
ROFHAV,4162,O=C1C[C@@H]([C@@H]2O[C@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
ROFNIK,3414,Cc1ccc(cc1c1nnn[nH]1)[N+](=O)[O-]
ROFQIO,4495,ON(c1onc(c1)[N+](=O)[O-])[C@H]1CCCO1
ROGDEX,2523,COc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
ROGVAL,3538,CCOC(=O)[C@@]1(C[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-]
ROHBAR,2721,O=C(c1ccncc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
ROKREO,1929,CCN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])CC
ROKZUM,2375,O=C1CCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
ROLBAV,4052,[O-][N+](=O)c1ccnc(c1)c1nccc(c1)[N+](=O)[O-]
ROTXUV,2073,[O-][N+](=O)c1cccc(c1)c1cnc(nc1)N1CCOCC1
ROWHUI,2263,O=C(c1ccccc1Oc1ccccn1)c1ccc(cc1)[N+](=O)[O-]
RUBXOD,3845,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])N1CC=CC1
RUBYAQ,3545,C=CCN(C(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])CC=C
RUCRIR,2051,CCOC(=O)c1[nH]c(c2c1[C@@H]1CC[C@H]2C=C1)[N+](=O)[O-]
RUGJUZ,5242,[O-][N+](=O)c1n(C)cnc1[N+](=O)[O-]
RUJJEM,2287,Oc1ccc(c(c1)/C=N/NC(=O)c1cc2ccccc2cc1O)[N+](=O)[O-]
RUJSEV,3042,[O-][N+](=O)c1ccccc1OCCCCOc1ccccc1[N+](=O)[O-]
RUQWEG,2244,C/C(=N\NC(=O)c1ccccc1O)/c1ccc(cc1)[N+](=O)[O-]
RUSCOZ,2307,N#C/C(=C\c1ccc(cc1)n1cncc1)/c1ccc(cc1)[N+](=O)[O-]
RUSHIW,5272,N#[N+][N-][C@]1(C[C@H]2C[C@@H]1C[C@@]2([N-][N+]#N)[N+](=O)[O-])[N+](=O)[O-]
RUTFET,2267,Oc1ccc2c(c1/C=N/N=C/c1ccc(cc1)[N+](=O)[O-])cccc2
RUVTAD01,1402,O[C@@H]1CCCC[C@H]1Nc1ccc(cc1)[N+](=O)[O-]
RUWCIV,3460,[O-][N+](=O)c1cc(ccc1N(c1ccccc1)C)[N+](=O)[O-]
RUXFAT,4162,O=C1C[C@H]([C@H]2O[C@@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
SABDAC,3017,COc1ccc(cc1)Oc1ncccc1[N+](=O)[O-]
SABFIM,2191,O=C(c1ccccc1O)Nc1cccc(c1)[N+](=O)[O-]
SABJEM,1953,COC(CN1CCN2C1=C(CC[C@@H]2O)[N+](=O)[O-])OC
SAFMAQ,4932,[O-][N+](=O)c1cc2nn[nH]c2c(c1)[N+](=O)[O-]
SAFQOH,2552,Oc1ccc(cc1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
SAFYAB,3185,N#Cc1nn(c(c1)N)c1ccc(cc1)[N+](=O)[O-]
SAGLOD,2785,CCOC(=O)c1ccccc1NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SAGVUT,2267,N#Cc1ccc(c(c1)[N+](=O)[O-])NC(C)C
SAHBEK,3856,CNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SAHCOV,2019,COc1c(O)ccc(c1[N+](=O)[O-])/C=N/c1cc(C)cc(c1)C
SAHLEU,2201,OC(=O)c1ccccc1Nc1ccccc1[N+](=O)[O-]
SAHSID,4174,[O-][N+](=O)c1cc2ccccc2cc1[N+](=O)[O-]
SAJYAD,3221,Oc1ccc(nc1)/N=N/c1cccc(c1)[N+](=O)[O-]
SALXEJ,4531,[O-][N+](=O)c1cc(ccc1N1CCC=N1)[N+](=O)[O-]
SAMROP,2258,CN/C(=N\[N+](=O)[O-])/NC[C@H]1COCC1
SANQAA,2529,[O-][N+](=O)/C=C/c1nc2c(n1C)cccc2
SANXOV,1651,[O-][N+](=O)c1ccc(cc1)[C@H]1Nc2ccccc2[C@H]2[C@@H]1CCO2
SAPFUN,1707,Nc1ccc(cc1/N=C/c1ccc(cc1)N(C)C)[N+](=O)[O-]
SAPGAS,3503,CCOC(=O)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
SAQVAG,2117,C[C@H]1CC=CC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
SAQVIS,2033,CN(c1ccc(cc1)c1nc2c(o1)ccc(c2)[N+](=O)[O-])C
SAQYAK,3446,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@H]1[C@H]2C=C[C@H]3[C@@H]1[C@H]3C2
SAQZAK,6173,[O-][N+](=O)Cn1nnc(n1)[N+](=O)[O-]
SASMEH,2341,CCN1C(=O)/C(=N\Nc2ccc(cc2O)[N+](=O)[O-])/C(=C(C1=O)C#N)C
SATRIO,3911,CC(=O)NCN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])CNC(=O)C
SATROU,5117,COC(N([N+](=O)[O-])C)N([N+](=O)[O-])C
SAWBOH,4833,[O-][N+](=O)c1cc(cc(c1C(=O)N)[N+](=O)[O-])[N+](=O)[O-]
SAWBUN,4797,[O-][N+](=O)c1cc(cc(c1C(=O)O)[N+](=O)[O-])[N+](=O)[O-]
SAWFUS,2353,COC(=O)/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
SAWMIO,4152,[O-][N+](=O)c1onc2c1CCCC2=O
SAWMUA,4355,[O-][N+](=O)c1onc2c1[C@@H]1CO[C@@H](O1)C2=O
SAWNAH,4386,[O-][N+](=O)c1cc(no1)C(=O)OC
SAWNEL,3517,O=C(c1noc(c1)[N+](=O)[O-])OCc1ccccc1
SAXBUR,3005,[O-][N+](=O)c1c(onc1c1ccccc1)c1ccccc1
SAZJIN,2205,CCOc1ccc(cc1OC)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
SAZPER,1661,[O-][N+](=O)c1ccc2c(c1)N[C@@H](C(=N2)c1ccccc1)c1ccccc1
SEBHIQ,2471,CN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])C
SECHIT,2749,COC(=O)[C@@H](C(C)C)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SECJER,3958,Cc1ccc(cc1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SECSOK,1556,[O-][N+](=O)c1cccc(c1)n1nc(cc1N)C(C)(C)C
SECVOL,5303,[O-][N+](=O)N1CCCN(C1C1N(CCCN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SECVON,3171,N#C/C(=C\c1cc2OCOc2cc1[N+](=O)[O-])/C(=O)OC
SEDMIZ,2030,[O-][N+](=O)c1ccc(cc1)/C=N/N(c1ccccc1)c1ccccc1
SEDTUQ03,5351,NC(=C([N+](=O)[O-])[N+](=O)[O-])N
SEFPEY,1174,Cc1cc(nc(c1)C)NC(=O)[C@@H](c1ccc(cc1)[N+](=O)[O-])C
SEGFAL,5551,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])C
SEGRUR,3378,Nc1nccc(c1)[N+](=O)[O-]
SEGSEC,5123,CO[C@@H]1O[C@H](CO[N+](=O)[O-])[C@H]([C@@H]([C@H]1O)O[N+](=O)[O-])O[N+](=O)[O-]
SEJNEA,2800,CC(N(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(C)C)C
SEKGUL,633,CC(=O)NC(CC([N+](=O)[O-])(C)C)(C)C
SEKHEW,1943,C#[N+]C(CC([N+](=O)[O-])(C)C)(C)C
SEKJAU,795,CC1(C)NC(NC(C1)(C)C)c1ccc(cc1)[N+](=O)[O-]
SEKJEY,2962,CC([N+](=O)[O-])(CC([N+](=O)[O-])(C)C)C
SEMXAJ,3072,COc1c([N+](=O)[O-])c(C)c(cc1C(C)(C)C)[N+](=O)[O-]
SENHID,2362,COC(=O)c1cc(ncc1[N+](=O)[O-])Nc1ccccc1
SERMUZ,2652,CCOC(=O)c1n[nH]c2c1ccc(c2)[N+](=O)[O-]
SESSIT,2523,CC1=NN([C@@H](C1)c1ccco1)c1ccc(cc1)[N+](=O)[O-]
SEZVEZ,1604,C[C@@H](C(=O)OCc1ccc(cc1)[N+](=O)[O-])C(=O)Nc1ccccc1
SICNUN,4542,OC(=O)CN(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SIDQEB,2034,Oc1ccc2c(c1/C=N/c1cccc(c1)[N+](=O)[O-])cccc2
SIDVOQ,2622,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc(c(c1)O)O
SILTOW01,3133,O=C(Nc1cccc(c1)[N+](=O)[O-])Nc1cccc(c1)[N+](=O)[O-]
SIMFAW,2555,[O-][N+](=O)c1ccc2c(c1)nc(oc2=O)c1ccccc1
SIMGUR,2075,[O-][N+](=O)/N=C/1\NCCN1CCC(=O)c1ccccc1
SIMYIX,2902,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc2c(c1)OCO2
SINBEX,2095,CCOC(=O)c1c(C)nc(c(c1N)C#N)Oc1ccccc1[N+](=O)[O-]
SINHON,3534,[O-][N+](=O)c1ccc(cc1)/C=C\c1ccc(cc1)[N+](=O)[O-]
SINRUC,2899,O=Cc1cccn1c1ccc(cc1)[N+](=O)[O-]
SINZEW,2595,O=C(c1cc(O)cc(c1)O)N/N=C/c1ccc(cc1)[N+](=O)[O-]
SIRXAS,4886,[O-][N+](=O)[C@]1(C)C=C[C@@](c2c1cccc2)(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
SIRXOG,1611,Cc1ccc(cc1)/N=C(\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
SIRXUM,1609,Cc1ccc(cc1)/N=C(/c1ccc(cc1)[N+](=O)[O-])\c1ccccc1
SITHEK,4513,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])n1cncn1
SITKAI,3277,N#Cc1c(cccc1C#N)Oc1ccccc1[N+](=O)[O-]
SITLUF,2624,COc1cc(/C=N/N=C/c2ccc(cc2)[N+](=O)[O-])ccc1O
SITPIW,5100,N#[N+]/N=C/1\N=C[N+](=N1)c1ncc(cc1[N+](=O)[O-])[N+](=O)[O-]
SITPOC,4143,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])N
SITPUI,4352,COc1ccc(c(c1[N+](=O)[O-])n1cncn1)[N+](=O)[O-]
SITQAP,4196,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])C
SITQET,4328,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cncn1)C
SITQIX,4235,Cc1c(cc(cc1[N+](=O)[O-])n1ncnc1)[N+](=O)[O-]
SITQUJ,4307,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cncn1
SITRAQ,4334,COc1cc(n2cncn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
SIYWIH,4148,Nc1cc(N)c(cc1[N+](=O)[O-])[N+](=O)[O-]
SIZLUL,2078,COc1ccc(c(c1)[N+](=O)[O-])NCc1ccccc1
SOBFOE,4988,O=C1N[C@H]2[C@@H](N1[N+](=O)[O-])N([N+](=O)[O-])[C@@H]1[C@H](N2[N+](=O)[O-])N(C(=O)N1)[N+](=O)[O-]
SOBGAR,5036,[O-][N+](=O)N1[C@@H]2NC(=O)N([C@@H]2N([C@H]2[C@@H]1NC(=O)N2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SOBWAI,3195,[O-][N+](=O)/C(=C/c1ccccc1)/C1=[N+]([O-])O[C@@H](C1)c1ccccc1
SOBWEM,3103,[O-][N+](=O)/C(=C\C1=[N+]([O-])O[C@@H](C1)c1ccccc1)/c1ccccc1
SOGDAU,2644,C/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/c1nccnc1
SOGVOZ,2585,CN1NC(C)(C)n2c(C1=O)c(nc2)[N+](=O)[O-]
SOHRUC,4024,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])C=c2c1cc(c[n+]2=O)c1ccccc1
SOJGED01,4900,[O-][N+](=O)c1ccc(o1)/C=N\O
SOLTAP,2609,O=C1C=CC=C/C/1=C/Nc1cc(ccc1O)[N+](=O)[O-]
SONBUS,3916,COc1nccnc1/C=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
SONDEE01,2753,NC(=O)OCc1ncc(n1C)[N+](=O)[O-]
SOPZIG,2465,Cc1nccn1c1ccc(cc1)[N+](=O)[O-]
SOPZOM,2029,Cc1cn(c(n1)C)c1ccc(cc1)[N+](=O)[O-]
SOPZUS,2131,CCc1nccn1c1ccc(cc1)[N+](=O)[O-]
SORBAC,2119,[O-][N+](=O)c1ccc(cc1)n1ccnc1c1ccccc1
SORBEG,3140,[O-][N+](=O)c1ccc(cc1)n1cccn1
SORBUW,2777,[O-][N+](=O)c1ccc(cc1)n1cccc1
SORYEE01,3044,CN(c1ccc(c2c1c(ccc2[N+](=O)[O-])N(C)C)[N+](=O)[O-])C
SOSYAC,1779,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1C(=O)O
SOWXUX,4581,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Nc1ccccc1)non2
SOXNEA,3984,[N-]=[N+]=CC(=O)c1cccc(c1)[N+](=O)[O-]
SOYRUU,2128,COC(=O)c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
SOZVOU,2013,[O-][N+](=O)c1ccc(cc1)[C@]1(C)Nc2cccc3c2C(=N1)C=CC3=O
SUBWIV,4212,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N
SUDFOM,2503,[O-][N+](=O)[C@@H]1Oc2c([C@H]1c1ccccc1)c(=O)[nH]cn2
SUGFOP,5669,O[C@H](C([N+](=O)[O-])[N+](=O)[O-])[C@H](C([N+](=O)[O-])[N+](=O)[O-])O
SUGFUV,4537,CC(=O)O[C@H]([C@@H](C([N+](=O)[O-])[N+](=O)[O-])OC(=O)C)C([N+](=O)[O-])[N+](=O)[O-]
SULROG,2689,[O-][N+](=O)c1nccn1CC(=O)NCCO
SULSID,2916,Cc1cc(/C=C/c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cc(c1O)C
SUVLAW,4020,[O-][N+](=O)c1cccc(c1)N/N=N/c1cccc(c1)[N+](=O)[O-]
SUVQOP,1909,OCCCc1c[nH]c2c1cc(cc2)[N+](=O)[O-]
SUWFIZ,2875,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCCC1
SUYREK,2440,COC(CN1CCN/C/1=C\[N+](=O)[O-])OC
SUZCEX,2746,CN(c1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N)C
SUZRAH,2280,[O-][N+](=O)/C=C/1\NCCN1C[C@@H]1CCOCO1
TABRET,4407,[O-][N+](=O)c1ccc(o1)/C=N/n1cncn1
TABZII,1964,CC1=NN([C@H](C1)c1ccccc1O)C(=O)c1ccc(cc1)[N+](=O)[O-]
TACGIN,4703,[O-][N+](=O)c1cnn(c1)Cn1ncc(c1)[N+](=O)[O-]
TADVAW,3693,CC(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
TAFCEI,3756,[O-][N+](=O)c1cc(cc(c1Nc1ccc(cc1)c1ccccc1)[N+](=O)[O-])[N+](=O)[O-]
TAFDUZ,4776,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@@H]3C[C@H]1C([C@H](C2)C3)([N+](=O)[O-])[N+](=O)[O-]
TAFFIP,3255,[O-][N+](=O)[C@@H]1c2ccccc2[C@H](c2c1cccc2)[N+](=O)[O-]
