ID,DetoT(K),SMILES
TAFCEI,1771,[O-][N+](=O)c1cc(cc(c1Nc1ccc(cc1)c1ccccc1)[N+](=O)[O-])[N+](=O)[O-]
TAFDUZ,3046,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@@H]3C[C@H]1C([C@H](C2)C3)([N+](=O)[O-])[N+](=O)[O-]
TAFFIP,1620,[O-][N+](=O)[C@@H]1c2ccccc2[C@H](c2c1cccc2)[N+](=O)[O-]
TAFMEV,1690,COc1ccc(c(c1)[N+](=O)[O-])Nc1ncccn1
TAFTOJ,2807,COc1ncc(cc1[N+](=O)[O-])[N+](=O)[O-]
TALBIU,2997,O=C(N[N+](=O)[O-])OCC#CCOC(=O)N[N+](=O)[O-]
TANHAR,2073,N#C[C@]1(C=C1c1ccccc1)[N+](=O)[O-]
TANPUT,1203,O=C1NC(=O)[C@H](C1)c1cccc(c1)[N+](=O)[O-]
TAPPIK,1476,CN(c1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-])C
TAPQAD,1368,N#Cc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
TATNBZ,3088,Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-]
TAWLUZ01,959,[O-][N+](=O)c1ccc(cc1)n1c2ccccc2c2c1cccc2
TAXDUU,3215,[O-][N+](=O)OCc1onc(c1)c1noc(c1)CO[N+](=O)[O-]
TAXSER,2892,CCC/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
TAYHUX,2845,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1)[N+]1=c3nc(cc(c3=N[N+]1=N2)[N+](=O)[O-])[N+](=O)[O-]
TAYVUN,1076,[O-][N+](=O)c1ccc2c(c1)oc1c(n2)c2ccccc2c(=O)c1C
TAZVAS,1148,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc2c1cccc2
TEBCAE,2342,[O-][N+](=O)[C@]12[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@@]5([C@H]2C[C@H]3[C@@]5([C@H]4C1)[N+](=O)[O-])[N+](=O)[O-]
TEBHAJ,1909,[O-][N+](=O)c1cc(cc2c1cccc2)[N+](=O)[O-]
TECQUN,1382,COC(=O)/C(=C(/[N+](=O)[O-])\C)/NC(=O)c1ccccc1
TECSAX,2564,CC/[NH+]=C/1\C=C([N+](=O)[O-])C(=C[N+]1=O)C
TECSEB,2666,CC/[NH+]=C\1/[N+](=O)C=CC(=C1C)[N+](=O)[O-]
TEDYAC,1404,N#C/C(=C\c1ccccc1)/c1cc(C)nc(c1[N+](=O)[O-])C
TEDYOT,3499,[O-][N+](=O)/N=c/1\[nH]nc(o1)c1n[nH]/c(=N\[N+](=O)[O-])/o1
TEFVEG,1219,N#CC1=C(N)Oc2c([C@@H]1c1cccc(c1)[N+](=O)[O-])c(=O)oc(c2)C
TEHGUI,1824,Cc1ccc(c(c1)[N+](=O)[O-])N
TEHKIC,1751,COc1ccc(c(c1)O)/C=N/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TEJSUX,1779,COc1cc2CCN[C@@H](c2c(c1OC)[N+](=O)[O-])O
TELWIQ,1766,O=C1NCCCC/C/1=N\OCc1ccc(cc1)[N+](=O)[O-]
TENZOD,4599,Nn1nc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
TENZUJ,4326,[O-][N+](=O)Nc1n[nH]nc1[N+](=O)[O-]
TEQZEU,1170,[O-][N+](=O)c1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
TETZIB,1634,[O-][N+](=O)c1ccc2c(c1)/C(=N\c1ccccc1)/c1c2c(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TEVDOQ,3897,[O-][N+](=O)c1nonc1c1no[n+](=O)/c/1=C\1/[N-]ON=C1N
TEVHEH01,3429,[O-][N+](=O)c1[nH]cc(n1)[N+](=O)[O-]
TEWJOU,2708,[O-][N+](=O)c1c(N2CCCCC2)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
TEWJUA,2845,CC(Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])C
TEYHIO,1243,COC(=O)Nc1ccc(cc1/C(=C(/C(=O)OC)\C#N)/C(=O)OC)[N+](=O)[O-]
TIBGET,1174,[O-][N+](=O)c1ccc2c(c1)[C@]1(OCc3c(N1)cccc3)C(=O)N2
TIBKIY,1387,COC(=O)Cc1oc2c(c1N1CCOCC1)cc(cc2)[N+](=O)[O-]
TIBKOE,1403,COC(=O)C1=Cc2cc(ccc2O[C@@H]1N1CCOCC1)[N+](=O)[O-]
TIBMIA01,3183,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=C1)[N+](=O)[O-]
TIBMOG,3124,[O-][N+](=O)C1=C(N)[N+](=O)C(=C(C1=[NH2+])[N+](=O)[O-])N
TIBMUM,2606,Nc1c([N+](=O)[O-])c(N)nc(c1[N+](=O)[O-])N
TICSAZ,1355,OC[C@H]1O[C@H](C[C@@H]1[N+](=O)[O-])n1cc(C)c(=O)[nH]c1=O
TICTOO,1649,Cc1cc(cc2c1c1c(C)cc(cc1COC2)[N+](=O)[O-])[N+](=O)[O-]
TICYOT,2823,Oc1c([N+](=O)[O-])c(O)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
TIFWOX,1274,O=C(c1ccccc1N)/C=C/c1ccc(cc1)[N+](=O)[O-]
TIHBES01,1583,[O-][N+](=O)c1ccc(o1)/C=N/c1c(C)n(n(c1=O)c1ccccc1)C
TIJKEC,3965,[O-][N+](=O)[N-]CC[NH3+]
TIJLIH,2237,Oc1ccc(cc1n1cnnn1)[N+](=O)[O-]
TIJPEI,1469,[O-][N+](=O)c1ccc2c(c1)[n-][n+]1c(c2=O)cccc1
TIJROU,1792,CC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C
TIMKIL,1398,CN1N=C([C@@H]2C[C@@]1(O)CCC2)c1cccc(c1)[N+](=O)[O-]
TIMZAQ01,1631,O=C(c1ccncc1)N/N=C/c1ccccc1[N+](=O)[O-]
TINXIY,1586,COC(=O)c1cc(=O)n2c(c1[N+](=O)[O-])N(C)CC2
TISJUB,2128,[O-][N+](=C1C=C[N+](=O)C(=C1)C(=O)O)[O-]
TITKUC,1965,[O-][N+](=O)/C(=C/C=C/N1CCCC1)/C
TIVMER,1224,N#Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)[N+](=O)[O-]
TIVMUH,1076,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)[N+](=O)[O-]
TIVPUK,1171,O=C(Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)N(C)C
TIVQEV,1077,O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)[N+](=O)[O-]
TIXPEV,2078,O/N=C(\n1nc(cc1N)C)/c1cccc(c1)[N+](=O)[O-]
TIXQUM,1780,[O-][N+](=O)c1ccc(c(c1)N)C
TMANIA10,5132,[O-][N+](=O)[N-][N+](C)(C)C
TNBENZ10,3072,[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TNFLUO,1903,O=C1c2cc(ccc2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TNIOAN,3081,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])N
TNITAN,3507,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])[N+](=O)[O-]
TNOXYL,2940,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1C)[N+](=O)[O-])C
TNPHNT,2982,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TOHXAP01,1602,Nc1ccccc1C#Cc1ccccc1[N+](=O)[O-]
TOMMUE,1336,COC1=CC(=O)N[C@@H]1[C@@H](c1ccccc1)C[N+](=O)[O-]
TONFUX,2350,[O-][N+](=O)c1cc(ccc1N1CCCCC1)[N+](=O)[O-]
TOQMUH01,2654,[O-][N+](=O)/N=c/1\cccc[nH]1
TOTWOQ,902,[O-][N+](=O)c1cc2cccc3c2c(c1)c(=O)n(c3=O)Cc1ccccn1
TOYYAH,1883,Cc1ccnc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
TOYYEL,1926,[O-][N+](=O)c1cc(ccc1[C@@H](c1ccccn1)C)[N+](=O)[O-]
TOYYIP,1576,Cc1ccnc(c1)c1nccc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
TUBFEB,1016,O=CN[C@H]([C@@H](c1ccccc1)O[C@@H](C[N+](=O)[O-])CC)C
TUBYIY01,3631,OCC([N+](=O)[O-])([N+](=O)[O-])CO
TUFKIQ,1091,O=C1N[C@@H](c2ccccc2)C(=C(N1)c1ccccc1O)[N+](=O)[O-]
TUJRUN,993,CN1C(=O)C(C(=O)N(C1=O)C)[C@H](c1ccccc1)C[N+](=O)[O-]
TUJVUR,1208,CC(=O)c1cc(c2ccc(cc2)[N+](=O)[O-])c(=O)n(n1)c1ccccc1
TUMTIE,1270,CC(=O)OCc1ccc(c(c1)NC(=O)C)[N+](=O)[O-]
TUNPIC,1580,CN1CCN(CC1)c1ccc(c(c1)N)[N+](=O)[O-]
TUNWAB,1709,[O-][N+](=O)c1ccccc1NN=C1CCCCC1
TUQCOX01,1192,[O-][N+](=O)/C(=C/c1cncn1Cc1ccccc1)/c1ccccc1
TUQHET,1429,CNc1ccc(cc1C(=O)O)[N+](=O)[O-]
TUSYAJ,3390,[O-][N+](=O)[C@]1(C)N=NC[C@H]1[C@H]1CN=N[C@]1(C)[N+](=O)[O-]
TUSZOX,1761,OC[C@H](Cn1nnc(c1)CNc1cccc(c1)[N+](=O)[O-])O
TUVMEE02,2090,OCCCNc1cc(NCCCO)c(cc1[N+](=O)[O-])[N+](=O)[O-]
UBATOI,1260,OC[C@]1(CN(C[C@H]1c1ccc(cc1)C)C)[N+](=O)[O-]
UFEDOY,2491,[O-][N+](=O)c1ccc(c2c1non2)N1CCCC1
UFEDUE,2459,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCC1
UFEFAM,2403,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCC1
UFUXOI,3591,[O-][N+](=O)c1[nH]nc(c1N)[N+](=O)[O-]
UGUGIM,4654,[O-][N+](=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
UGUHEJ,1502,CC(=O)Nc1cccc(c1)[N+](=O)[O-]
UHATON,2536,O/N=C/1\N[C@H]([N+](=O)C1=[NH2+])c1ccccc1[N+](=O)[O-]
UHIPOS,1485,O=C1Nc2c([C@@]1(O)Cc1onc(c1[N+](=O)[O-])C)cccc2
UHOPIQ,1248,COc1ccc(cc1)N(c1ccc(cc1)[N+](=O)[O-])C(=O)C
UHOQUE,1477,O=CNC(C([N+](=O)[O-])(C)C)(C)C
UHURAS,1756,[O-][N+](=O)c1ccc(cc1)[C@@H]1O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
UHUREW,1818,COc1ccc(c(c1)[C@H]1O[C@@H]1c1cc(OC)ccc1[N+](=O)[O-])[N+](=O)[O-]
UJEMEB,2210,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
UJUDOU,1446,COc1cc(ccc1O)[C@@H]1NN=C(C1)c1cccc(c1)[N+](=O)[O-]
ULECOF,1265,COC1=C(C)C(=O)N([C@H]([C@@]1(C)O)c1ccc(cc1)[N+](=O)[O-])C
UNOWEB,1056,N#Cc1cn2c(c1c1ccccc1[N+](=O)[O-])c1ccccc1CC2
UNOWOK,1714,[O-][N+](=O)c1ccc(cc1)CN1CCOCC1
UNUHIV,1486,COc1ccccc1/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
UNUJUJ,2118,CCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
UPAJIF,1604,[O-][N+](=O)c1cccc2c1nccc2
UQACAR,1790,COC(=O)/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/C
UQACEV,1290,COC(=O)c1cc2c([nH]1)ccc(c2)[N+](=O)[O-]
URAXAO,1364,O=C1CCCCN1c1ccc(cc1)[N+](=O)[O-]
UREDOL,2057,COc1c(/C=N/Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cccc1OC
UREJAD,2128,[O-][N+](=O)c1cnccc1c1ccncc1[N+](=O)[O-]
UREXOF,2068,COc1ccc2c(c1)[C@@H](C[N+](=O)[O-])C(=C(O2)NC)[N+](=O)[O-]
URICOP,1152,[O-][N+](=O)c1ccc(cc1)c1nccc(n1)c1ccccc1
UTOHUH,1757,O=Cc1cc(ccc1N1CCOCC1)[N+](=O)[O-]
UVILAO,4112,Nn1nc(c2c1c(nn2N)[N+](=O)[O-])[N+](=O)[O-]
UWUGEA,1309,[O-][N+](=O)C1=C2NCCCN2[C@@H]2C(=C1)C(=O)c1ccccc1O2
UXUHUS,1278,N#CC1=C(N)OC2=C([C@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)CCC2
UZEVUS,2912,[O-][N+](=O)C(=C1N[C@@H]2[C@H](N1)OCCO2)[N+](=O)[O-]
UZEWAZ,3907,[O-][N+](=O)N1[C@H]2OCCO[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWED,4304,[O-][N+](=O)N1CCCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWIH,3100,CC(=O)O[C@H]1N=C(N([C@@H]1OC(=O)C)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWON,4284,C[C@H]1CN(C(=N1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
UZEWUT,3727,[O-][N+](=O)N1[C@@H]2CCCC[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEXAA,3700,[O-][N+](=O)N1[C@@H]2CCCC[C@@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
VABWOK,3009,[O-][N+](=O)/N=C\1/C(=N\[N+](=O)[O-])/[C@@]2(C([C@H]1CC2)(C)C)C
VABYEE,1399,Oc1ccc(cc1)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
VACRAT,2930,Cc1cc/c(=N\[N+](=O)[O-])/n(c1)O
VACROG,2212,[O-][N+](=O)c1nn(cn1)CC(=O)NCCO
VADZEF,1735,O[C@H]1CCCC[C@@H]1OC(=O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
VAGTED,3066,[O-][N+](=O)/N=C(/NCC)\N
VAJXOW,1882,COC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/Cn1cnnn1
VAMBET,1110,[O-][N+](=O)c1ccc(cc1)/C=C/1\CCn2c1nc1ncccc1c2=O
VAPMAA,1758,CO[C@]1(C)C=CC(=O)[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
VAXLAJ,1885,O=C(OC(C)(C)C)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
VAZCAC01,4361,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])N
VAZMEP,1863,[O-][N+](=O)c1ccnc2c1[nH]cn2
VEDYEL,1456,CCOc1ccc(cc1)/C=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C
VEGGUJ,4346,[O-][N+](=O)N1CN([N+](=O)[O-])C(=O)N(C1)[N+](=O)[O-]
VEGHEU,3331,O=C1CN(C(=O)CN1[N+](=O)[O-])[N+](=O)[O-]
VEGLUP,1193,COC(=O)C1=C(C)N(C(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-])C
VEKNUV,1377,N=C1OC2(CCCC2)Nc2c1cc(cc2)[N+](=O)[O-]
VELKIH,1082,O=C(/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1)c1ccccc1
VELQEK,994,[O-][N+](=O)c1ccccc1c1nc2ccccc2c(n1)c1ccccc1
VELTIQ,1499,O=C(c1ccccc1[N+](=O)[O-])OC(=O)c1ccccc1[N+](=O)[O-]
VENKOP,1504,COc1ccc(cc1)/N=C/C=C/c1ccccc1[N+](=O)[O-]
VENLOQ,1495,O=C(C(=O)Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
VETMUD,1423,[O-][N+](=O)c1cc(OCc2ccccc2)ccc1N
VEVLEP,1947,[O-][N+](=O)c1ccc(cc1)NCNc1ccc(cc1)[N+](=O)[O-]
VEWMES,1514,N#CC(=C1OC(C(=C1C#N)/C=C/c1ccc(cc1)[N+](=O)[O-])(C)C)C#N
VEXFEJ,1727,CCOC(=O)c1cc(cc2c1c1c(C2=O)cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VIFBAN,1451,O=C(c1cccc(c1)[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
VIFSAF,1500,[O-][N+](=O)c1ccc2c(c1)nc([nH]2)C
VIGPIN,2359,N#C[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-]
VIGPOT,2271,CO[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-]
VIHGAU,2339,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c1ccccc1
VIKVUG,2451,N#CC1([N+](=O)[O-])C(C1(C)C)(C)C
VIKWAN,1695,[O-][N+](=O)C1(C(=O)N)C(C1(C)C)(C)C
VIKWER,2980,C[C@@H]1[C@@H]([C@@]1([N+](=O)[O-])[C@]1([N+](=O)[O-])[C@H]([C@H]1C)C)C
VIKYOD,2256,[O-][N+](=O)[C@@H]1[C@H]2[C@@H]3[C@@H]4C[C@H]2[C@@H]2[C@H]1[C@H]([C@H]3[N+](=O)[O-])[C@H]42
VIKYUJ,2977,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1C([C@H]2[C@H](C3)[C@H]41)([N+](=O)[O-])[N+](=O)[O-]
VILQEP,1120,N#CCN1[C@@H](c2ccccc2)C(=C(C1=O)O)C(=O)c1cccc(c1)[N+](=O)[O-]
VIMFUV,1797,[O-][N+](=O)c1c(ccc2c1non2)Nc1ccc(cc1)C(=O)C
VINCOK,1870,[O-][N+](=O)c1cc(cc(c1Nc1cccc2c1cccc2)[N+](=O)[O-])[N+](=O)[O-]
VINDAX,2270,COc1ccc(cc1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VINMAG,1498,COc1ccc(cc1)/N=N/c1cccc2c1c(ccc2)[N+](=O)[O-]
VIPVEX,2044,C=CCn1cc2c(n1)c(ccc2)[N+](=O)[O-]
VIQWOI,1175,[O-][N+](=O)c1ccc(cc1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
VIQWUO,1176,[O-][N+](=O)c1cccc(c1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
VIRHAF,1029,[O-][N+](=O)/C(=C/c1c(c2ccccc2)n(c2c1cccc2)C)/C
VIRHEJ,1116,[O-][N+](=O)/C=C/c1c(c2ccccc2)n(c2c1cccc2)C
VIRWIC,2871,[O-][N+](=O)O[C@@H]1C[C@@H]2[C@@]3([C@@]1(CCC3)CC2)O[N+](=O)[O-]
VIWTAW,1303,N#Cc1ccc(cc1)[C@@]1(CO[C@H](OC1)c1ccccc1)[N+](=O)[O-]
VIZMAU,1344,CN(C1=N/C(=N\c2ccccc2[N+](=O)[O-])/c2c1cccc2)C
VOCHUR,2258,[O-][N+](=O)C(=c1nc([nH]c(=O)[nH]1)N1CCCCC1)[N+](=O)[O-]
VOFBID,1207,Oc1ccc(cc1)NC(=O)c1ccccc1[N+](=O)[O-]
VOFDIF,1040,O=C(Nc1ccc(cc1)[N+](=O)[O-])NCCc1ccc(cc1)O
VOFDOL,1178,O=C(Nc1ccc(cc1)O)Nc1ccc(cc1)[N+](=O)[O-]
VOHZOI,2348,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccccc1)\[N+](=O)[O-])[N+](=O)[O-]
VOKKUB,2443,COC(=O)[C@]1([N+](=O)[O-])[C@@H]2CCC[C@H]1[C@H]2[N+](=O)[O-]
VOPZAB,1762,[O-][N+](=O)c1c(C)cc2n1cccc2
VOPZEF,1622,[O-][N+](=O)c1c(C)cc2n1cccc2C
VOPZIJ,1692,[O-][N+](=O)c1c(C)cn2c1cccc2
VOPZOP,1636,Cc1cccn2c1c([N+](=O)[O-])c(c2)C
VOQJER,1653,CCc1ccc(cc1N)[N+](=O)[O-]
VOQQAU,3610,CC([N+](=O)[O-])([N+](=O)[O-])COCOCC([N+](=O)[O-])([N+](=O)[O-])C
VOVHAR,1223,N=c1oc2ccccc2cc1c1ccc(cc1)[N+](=O)[O-]
VOXPIH,1321,Oc1ccccc1/C=N/c1cccc(c1)[N+](=O)[O-]
VOZHAT10,2849,[O-][N+](=O)c1ccccc1[N-][N+](=O)C([N+](=O)[O-])(C)C
VUBZUN,4576,[O-][N+](=O)OC1CN(C1)[N+](=O)[O-]
VUCBAW,4386,[O-][N+](=O)C1(CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VUJVOL,1060,CCn1c2ccc(cc2c2c1cccc2)[N+](=O)[O-]
VUJWEC,1346,OC[C@@H]1CC[C@@H](N1C(=O)c1ccccc1[N+](=O)[O-])OC
VUKHIS,1054,CC(=O)N(c1ccccc1c1ccccc1[N+](=O)[O-])C(=O)C
VUNMEX,1236,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccc(c(c1)C)C
VUNMIB,1234,Cc1cc(/N=C/c2cccc(c2)[N+](=O)[O-])ccc1C
VUXLUV,2281,[O-][N+](=O)c1nccn1C[C@@H](COC)O
VUYKUV,1888,CN(/C=N/c1ccc(cc1)[N+](=O)[O-])C
VUYLAC,1714,CN(/C(=N/c1ccc(cc1)[N+](=O)[O-])/C)C
VUYLEG,1307,CN(/C(=N\c1ccc(cc1)[N+](=O)[O-])/C(C)(C)C)C
VUYWUI,1389,Nc1ccc(cc1Oc1ccccc1)[N+](=O)[O-]
VUZHII,1375,O=C(c1ccccc1C)N/N=C/c1ccc(cc1)[N+](=O)[O-]
WACFUD,1070,Oc1ccc2c(c1/C=N/c1cccc(c1C)[N+](=O)[O-])cccc2
WACGOW,2966,[O-][N+](=O)c1cc(cc(c1Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WACQEY,1854,[O-][N+](=O)c1cc([N+](=O)[O-])c(c2c1cccc2)O
WADBEK,1991,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
WADCOW,989,[O-][N+](=O)c1ccc2c(c1)C(C)(C)c1c(N2)cccc1
WADYAD,1159,CCOC(=O)c1ccn2c(c1c1ccc(cc1)[N+](=O)[O-])ncc2
WADZUY,995,O=C(c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1)Nc1ccccc1
WAFBAI,1453,N#Cc1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
WAHLEW,1279,CN1[C@@H]2CCCC[C@H]2O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
WAHLIA,1266,CN1[C@H]2CCCC[C@H]2O[C@H]1c1ccc(cc1)[N+](=O)[O-]
WAJSIM,1722,[O-][N+](=O)c1ccc2c(c1)[C@@H]1[C@@H]3N2CC[C@]13C
WAKDIW,1975,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C=C/c1ccccc1
WAKSIM,1377,COc1ccc(cc1)c1c(C#N)n2c(c1[N+](=O)[O-])cccc2
WAKSUX,4551,[O-][N+](=O)/N=C(/N([N+](=O)[O-])C)\N
WAKWEK,1612,[O-][N+](=O)c1c(c2ccccc2)n(c2c1cc(cc2)[N+](=O)[O-])C
WALFUM,2471,CCOc1nc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
WANVEP,3581,[O-][N+](=O)OCc1c(CO[N+](=O)[O-])onc1c1noc(c1CO[N+](=O)[O-])CO[N+](=O)[O-]
WAPGEZ,1992,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1N1CCCC1)cccc2
WAQYEV,1528,CCOC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/C#N
WASMAE,2937,COC(=O)[C@]12[C@H]3[C@H]4[C@@]2([C@H]2[C@@H]1[C@@]3([C@@H]42)[N+](=O)[O-])[N+](=O)[O-]
WASRAJ,2988,NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WATTAN,1230,COC(=O)[C@@H]1C(=O)C=C(N[C@H]1c1cccc(c1)[N+](=O)[O-])C
WAWBAY,1678,COCCn1cnc2c1cc(cc2)[N+](=O)[O-]
WAXJUC,1890,N[C@@H]([C@@H](c1cccc(c1)[N+](=O)[O-])N)c1cccc(c1)[N+](=O)[O-]
WEFBAM,1322,Nc1ccc(cc1NCc1ccccc1)[N+](=O)[O-]
WEFBEQ,1462,Nc1ccc(cc1NCc1ccccn1)[N+](=O)[O-]
WEHCIX,1405,N#C/C=C(\c1ccccc1)/Oc1ccc(cc1)[N+](=O)[O-]
WEHCOD,1165,N#Cc1c(oc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WEKGOJ,3321,[O-][N+](=O)c1cc(nc(c1)[N+](=O)[O-])[N+](=O)[O-]
WEKGUP,3869,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[N+](=O)C(=C1)[N+](=O)[O-]
WENRAJ,1426,O=C1Nc2c(C1=O)cc(cc2)[N+](=O)[O-]
WERPUE,1582,OCCn1c(/C=C/c2ccccc2)ncc1[N+](=O)[O-]
WERVEU02,2241,NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
WERYEX,3279,[O-][N+](=O)/N=C/1\N[C@@H]2[C@H](N1)N/C(=N\[N+](=O)[O-])/N2
WETGEJ,3108,N#[N+]C1=C(N=[N+](C1=O)C)[N+](=O)[O-]
WIGTOX,1968,CC(=O)Cn1c(C)ncc1[N+](=O)[O-]
WIGVEP,1148,[O-][N+](=O)c1ccc(cc1)/C=C/C=N/c1cccc2c1cccc2
WIGYOC01,1181,Oc1ccc(cc1)NC(=O)c1ccc(cc1)[N+](=O)[O-]
WIHBEV,1317,O=C(c1ccccc1)NNC(=O)c1ccccc1[N+](=O)[O-]
WIJCEX,1408,N#C/C(=C\C=C\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C
WILBAU,1136,[O-][N+](=O)c1c([nH]nc1C(C)(C)C)C(C)(C)C
WINJAF,2524,[O-][N+](=O)c1cc(ccc1Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WIPFUX,1163,Cc1ccccc1NC(=O)c1ccccc1[N+](=O)[O-]
WISBIJ,1616,COc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
WISBOP,1408,[O-][N+](=O)c1cn(c(n1)C)c1ccc(cc1)C(=O)C
WIXBUB,1108,COc1ccc(c(c1)[C@@H](c1cccc(c1)[N+](=O)[O-])NC(=O)C)O
WOBHUQ,1428,COc1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-]
WOBJAY,1373,CN(c1ccc(cc1)/C=C/C=N/c1cccc(c1)[N+](=O)[O-])C
