ID,DetoT(K),SMILES
GEKKUE,2067,O=[N+]1c2cc(ccc2[N-]C21CCCCC2)[N+](=O)[O-]
GELHUD,1243,[O-][N+](=O)OCCNC(=O)c1ccccc1NC(=O)c1ccccc1
GEMZAZ,2840,O=C1N[C@H]2[C@@H](N1[N+](=O)[O-])NC(=O)N2[N+](=O)[O-]
GEPPUN,1195,CCN(c1ccccc1)C(=O)COc1ccc(cc1)[N+](=O)[O-]
GEQHOZ,1272,CO/C(=N/C(=O)c1ccccc1)/Nc1ccccc1[N+](=O)[O-]
GERPOJ02,2287,OCCNc1cc(NCCO)c(cc1[N+](=O)[O-])[N+](=O)[O-]
GESFAO,1205,O=C1N[C@@H](Nc2c1cccc2)c1ccccc1[N+](=O)[O-]
GETFIU01,2906,[N-]=[N+]=C1C=C(C=C(C1=O)[N+](=O)[O-])[N+](=O)[O-]
GEVLEZ,1302,COc1cc(C(=O)NCc2ccccc2)c(cc1OC)[N+](=O)[O-]
GEVSIM,1300,COC(=O)C1=C(C)N[C@H](C(=C1)[N+](=O)[O-])c1ccccc1
GEVSOS,1922,COC(=O)/C(=C(\N)/C)/C=C/[N+](=O)[O-]
GEXKUP,1329,N/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
GEYNON,2081,O=C1OCOc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-]
GEYREK,2752,[O-][N+](=O)c1nc2n(n1)CCCn1c2nc(n1)[N+](=O)[O-]
GEZKII,1186,COc1ccc(cc1)n1ccc(c1c1ccc(cc1)[N+](=O)[O-])C=O
GIBVOE,1576,[O-][N+](=O)c1ccc2c3c1[nH]c(=O)[nH]c3c(cc2)[N+](=O)[O-]
GIBZAV,1449,O=C(Cc1ccccc1)N/N=C/c1ccccc1[N+](=O)[O-]
GICTIV,4021,[O-][N+](=O)n1cnc(n1)/N=N/c1ncn(n1)[N+](=O)[O-]
GIGQUI01,3066,COc1c([N+](=O)[O-])c(OC)c(c(c1[N+](=O)[O-])OC)[N+](=O)[O-]
GIHFEI,1872,N#Cc1cc(cc2c1c1c(cc(cc1C2=O)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
GIJBEJ,1120,O=C(C(=O)n1cc(c2c1cccc2)C)c1ccc(cc1)[N+](=O)[O-]
GILYUV,2076,[O-][N+](=O)[C@@H]1[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2[C@@H]2[C@H]3[C@H]4[C@H]1[C@H]2[N+](=O)[O-]
GIMBOT,2869,[O-][N+](=O)c1cc(cc(c1/C=C/c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
GIPRUU,1181,N#C/C(=C\c1ccc(cc1)[N+](=O)[O-])/Cn1cnc2c(c1=O)cccc2
GIQVEJ01,1284,[O-][N+](=O)c1ccc2c(c1)ncc(n2)c1ccccc1
GISDIX,2112,O=[N+](c1ccccc1)/N=[NH+]/c1ccc(cc1)[N+](=O)[O-]
GIVJAX,1591,[O-][N+](=O)c1ccc(cc1)Cc1nccnc1
GIZSOX,3562,O/N=C/1\CCCC1([N+](=O)[O-])[N+](=O)[O-]
GOCTUP,1371,Oc1ccccc1/N=C/c1ccc(cc1)[N+](=O)[O-]
GODNUI,1579,[O-][N+](=O)c1cccc2c1c1ccccc1nn2
GOLVAE,1428,N#Cc1c2cccnc2ccc1C([N+](=O)[O-])(C)C
GOTFOM,1394,[O-][N+](=O)c1cc(/C=N/c2ccccc2)ccc1O
GOWKOU,1177,CCOC(=O)/C(=C/Nc1cccc(c1)[N+](=O)[O-])/C(=O)O
GOXKAF,1242,CC(=O)NN(C(=O)c1ccccc1O)c1ccc(cc1)[N+](=O)[O-]
GOZFIM,1300,CN1Cc2ccccc2N[C@H]1c1ccccc1[N+](=O)[O-]
GUFLUO,2009,N#C/C(=N\Nc1ccccc1[N+](=O)[O-])/C(=O)C
GULGAV,3542,[O-][N+](=O)c1[nH]cnc1[N+](=O)[O-]
GURDAY,3806,[O-][N+](=O)C([C@]12[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1[C@@H]3[C@@]42C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
GUTZAY,1449,[O-][N+](=O)c1cccc(c1)c1nnc2n1ncc1c2cccc1
GUVYAY,1277,[O-][N+](=O)c1ccc2c(c1)C[C@H]1N2CCCC1
GUZKET,1299,O=C(Cn1cccc(c1=O)[N+](=O)[O-])Nc1ccccc1
GUZWEE,1449,[O-][N+](=O)[C@]12C[C@H]3[C@H]4[C@@H](C2)[C@H]2[C@@H](C1)[C@@H]3C[C@@](C4)(C2)[N+](=O)[O-]
HABMAZ,2911,[O-][N+](=O)/N=c/1\cc(C)ccn1O
HABMED,2965,CC1=CC=C[N+](=O)/C/1=[NH+]/[N+](=O)[O-]
HABZIT,1576,N#CCC[C@]1(CCCCCCC1=O)[N+](=O)[O-]
HACLEE,1552,[O-][N+](=O)c1ccc2n(c1=O)C[C@@H]1C[C@H]2CNC1
HACVAL,2016,OC[C@@H]1N[C@@H]1c1ccc(cc1)[N+](=O)[O-]
HADCAT,2606,[O-][N+](=O)c1cc(/N=N/c2cc(cc(c2C)[N+](=O)[O-])[N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
HAGSEP,1091,[O-][N+](=O)c1ccc2c(c1)c1c(c(=O)o2)c(nn1c1ccccc1)C
HAHRIU,1949,[O-][N+](=O)C1=CC=C2C(=NC3([N+]2=O)CCCCC3)C1=[NH2+]
HAMYAY,1017,C/C(=C/1\N=C(OC1=O)c1ccccc1)/NC(=O)c1cccc(c1)[N+](=O)[O-]
HASHAK,3796,[O-][N+](=O)[C@]12[C@@H]3[C@@H]4[C@H]1[C@@]1([C@H]2[C@]3([C@H]41)[N+](=O)[O-])[N+](=O)[O-]
HASHEO,3973,[O-][N+](=O)[C@]12[C@H]3[C@]4([C@@H]2[C@]2([C@@H]1[C@@]3([C@@H]42)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
HAWLUN,1317,COc1ccc(cc1)/C=C(\C(=O)NCc1ccccc1)/[N+](=O)[O-]
HAWSOO,2462,Cc1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C
HAYYEM,2322,[O-][N+](=O)[C@]1(C)c2ccccc2[C@H](c2c1cccc2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
HAYZIR,1942,CCCCOC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
HDNBPP,1944,[O-][N+](=O)c1cc(cc2c1O[C@H]1OCCC[C@H]1C2)[N+](=O)[O-]
HEBCHN,1791,C[C@H]([C@]12CCC[C@@H]2C1)OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
HECDIC,2237,[O-][N+](=O)c1c(C)c([N+](=O)[O-])c(c(c1C)C(C)(C)C)C
HECFOK,1685,[O-][N+](=O)c1cnc(n1C)c1ccccc1
HECGAX,1649,Nc1ccc(cc1)c1ncc(n1C)[N+](=O)[O-]
HEDFUU,1245,COC(=O)[C@@]1(N=CN2[C@H]1CC[C@H]2C)c1ccc(cc1)[N+](=O)[O-]
HEGBON,1241,O=C1OC(=N/C/1=C\c1ccco1)c1ccc(cc1)[N+](=O)[O-]
HEHTUJ,2745,[O-][N+](=O)c1c[nH]nc1C
HEHVAR,2752,[O-][N+](=O)c1cn[nH]c1C
HENKIU01,1748,CC(=O)C(=NNc1ccc(cc1)[N+](=O)[O-])C(=O)C
HEPFUD,2057,[O-][N+](=O)c1c(C)nc2n(c1=O)nc[nH]2
HESPIF,1788,COc1cccc(c1OCCOc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C=O
HEVZOZ,797,O=C([C@@H](NC(=O)C(C)(C)C)C)Nc1cccc(c1)[N+](=O)[O-]
HEXTIN,2842,Cc1c([N+](=O)[O-])c(C)c(c(c1[N+](=O)[O-])C)[N+](=O)[O-]
HEXXUE,1190,COc1ccccc1NC(=O)c1cc(C)cc(c1O)[N+](=O)[O-]
HEYLEF,1109,Cc1cnc(nc1c1cccc(c1)[N+](=O)[O-])c1ccccc1
HIBWUK,2024,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1C(C)(C)C)C(C)(C)C
HIGSIZ,3395,N#CCN([N+](=O)[O-])CC#N
HIHZUT,1959,[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+](=O)[O-]
HIJBAD,1905,[O-][N+](=O)c1cc(cc2c1[nH]c(=O)c(=O)[nH]2)[N+](=O)[O-]
HIKMEW,2327,CC(=O)CN1[C@H]2N/C(=N\[N+](=O)[O-])/N([C@H]2N/C/1=N\[N+](=O)[O-])CC(=O)C
HIMYOU,1255,CCOC(=O)[C@H]([C@@H]([C@H]([N+](=O)[O-])C)c1ccccc1)C#N
HIMYUA,1246,CCOC(=O)[C@H]([C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1)C#N
HIPSII,1404,Cc1ccc(cc1)N1C[C@H]2[C@]3(C1)C=C[C@]([C@@H]2C)(O3)[N+](=O)[O-]
HIQVEI,1153,COC(=O)C1=C(C)NC(=O)C[C@H]1c1ccccc1[N+](=O)[O-]
HISRUW01,2060,CCC(Nc1c(cc(c(c1[N+](=O)[O-])C)C)[N+](=O)[O-])CC
HITMUS,3375,C/C(=C(\C[N+](=O)[O-])/C)/C[N+](=O)[O-]
HITNED01,2552,CC=C=CC(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(C)C
HIVLAA,1879,[O-]C(=O)[C@H](CCCN/C(=N/[N+](=O)[O-])/N)[NH3+]
HIVXOA,973,[O-][N+](=O)c1ccc2c(c1)c1[nH]c3c(c1CC2)cccc3
HIXLUX,1287,CN(/C(=N\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C)C
HIYDIC,1289,O=C(N(c1ccccc1[N+](=O)[O-])C)/C=C/c1ccccc1
HIYMIL,4392,[O-][N+](=O)/N=[N+]/1\C=[NH+]N=C1
HNIABZ20,3217,[O-][N+](=O)c1cc(cc(c1/N=N/c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
HNIMOZ,2434,[O-][N+](=O)c1cnc2n1CCO2
HOCVEA,1496,O=C1C(=O)c2cccc(c2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-]
HOCWEB,1647,[O-][N+](=O)c1ncc(cn1)c1ccccc1
HODKAN,2517,CCC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CC
HOFDOV01,3159,O=[N+]1C=C/C(=[N+](/[N+](=O)[O-])\C)/C=C1
HOFFIR,1038,CC[C@@]1(CCC(=O)NC1=O)c1cccc(c1)[N+](=O)[O-]
HOFFOX,1677,CC[C@@]1(CCC(=O)NC1=O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
HOHCIR,1693,O=NN1[C@@H](CO[C@@H]1c1ccc(cc1)[N+](=O)[O-])Cc1ccccc1
HOMDAO,1306,O=C(c1ccc(cc1)[N+](=O)[O-])Cn1ccccc1=O
HONHOJ,1398,O=C(c1cccnc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
HOQVUF,1915,[O-][N+](=O)c1cc(ccc1n1nnc(c1)c1ccccc1)[N+](=O)[O-]
HOTFEC,1192,O=C(c1cccc(c1O)[N+](=O)[O-])Nc1ccccc1
HOWJEI,2912,[O-][N+](=O)[C@@H]1C[C@H](C[C@H](C21OCCO2)[N+](=O)[O-])[N+](=O)[O-]
HOYSEV,4141,[O-][N+](=O)C(c1nonc1Oc1nonc1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
HOZBII,1382,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(cc1)[N+](=O)[O-]
HUCZOV,1356,CC1=NN([C@@H](C1)c1ccccc1)c1cccc(c1)[N+](=O)[O-]
HUDBOY,1825,C/C(=N/Nc1ccccc1[N+](=O)[O-])/C=C/c1ccco1
HUDKIB,1247,[O-][N+](=O)c1ccc(cc1)COc1cccc2c1nccc2
HUDLOI,1206,CC(NC(=O)c1cccc(c1[N+](=O)[O-])C)C
HUFCOB,1870,O=C(c1cnoc1C)N/N=C/c1cccc(c1)[N+](=O)[O-]
HUFFEU,2264,O=C(c1ccccc1)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
HUFNON,1422,[O-][N+](=O)c1c(C)nn2c1ccc1c2cccc1
HUFPOP,1285,Cn1c2ccccc2c2c1n1nc(c(c1cc2)[N+](=O)[O-])C
HUHTAF,1077,O=c1oc(nc2c1cccc2)c1ccccc1[N+](=O)[O-]
HUKTUD,4354,[O-][N+](=O)NCC(CN[N+](=O)[O-])(CN[N+](=O)[O-])CN[N+](=O)[O-]
HUKVAL,4677,[O-][N+](=O)NC(CN[N+](=O)[O-])CN[N+](=O)[O-]
HULJON,1806,[O-][N+](=O)c1ccc(cc1)NN=C1CCCC1
HUMHEC,2026,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccccc1)\C)[N+](=O)[O-]
HUMSAJ,2012,CC/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/c1ccccc1
HUTHUB,1915,Cc1ccc(c(c1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])O
HUYGIT,1349,COc1ccc(cc1)/C(=C/C=C/c1ccc(cc1)[N+](=O)[O-])/C#N
HUZJAN,3307,[O-][N+](=O)O[C@@H]1[C@H]2C[C@H]3[C@@H]1[C@H]3[C@H]2O[N+](=O)[O-]
IBAMIK,872,CCCCn1c2ccccc2c2c1ccc(c2)[N+](=O)[O-]
IBIZOJ,2044,N#Cc1ccccc1n1ncc(n1)[N+](=O)[O-]
ICUFIX,1972,[O-][N+](=O)OCCNC(=O)c1ccccn1
IDEHAD,1908,[O-][N+](=O)c1c(C)cc[nH]c1=O
IDEHEH,1505,CCOC(=O)Cn1ccc(c(c1=O)[N+](=O)[O-])C
IDITAR,1307,OC(=O)c1cccc(c1C(=O)N)[N+](=O)[O-]
IDULEZ,1571,CCOC(=O)Cn1cccc(c1=O)[N+](=O)[O-]
IFIFOS,1491,COc1ccccc1/N=C/c1ccc(cc1)[N+](=O)[O-]
IFUVIP,1372,Nc1ccc(cc1)OCCCOc1ccc(cc1)[N+](=O)[O-]
IGACAV,1539,COc1cc(/N=C/c2cccc(c2)[N+](=O)[O-])ccc1OC
IGAGON,3033,[O-][N+](=O)c1cc(ccc1/N=N/C([N+](=O)[O-])(C)C)[N+](=O)[O-]
IHOGER,1073,C[C@@H]([C@@H](c1ccccc1)CC#N)OC(=O)c1ccc(cc1)[N+](=O)[O-]
IJESUL01,2251,N#C/C(=C(\N(C)C)/N=C(/N(C)C)\C)/[N+](=O)[O-]
IJIVEC,3054,[O-][N+](=O)/N=c/1\ccccn1O
IJIVIG,3152,[O-][N+](=O)Nc1ccc[n+](c1)[O-]
IJUKEE,1346,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(c(c1)[N+](=O)[O-])O
IJUKII,1347,O=C(c1ccccc1O)N/N=C/c1ccc(c(c1)[N+](=O)[O-])O
IJUSIQ,1820,OC(COc1ccccc1[N+](=O)[O-])COc1ccccc1[N+](=O)[O-]
IKABUS,1108,[O-][N+](=O)c1ccc(c(c1)c1nc2c([nH]1)cccc2)O
IKACIH,1148,O=C1OC(C)(C)OC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-]
IKIMIY,3888,CN(c1nc(N([N+](=O)[O-])C)c(nc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
IMISAY,4739,[O-][N+](=O)N(CN([N+](=O)[O-])CO[N-][N+](=O)C)CN([N+](=O)[O-])CO[N-][N+](=O)C
IMIVOP,2728,[O-][N+](=O)/N=C(/n1nc(nc1N)N)\N
IMIWOQ,2957,NC(=O)NN/C(=N/[N+](=O)[O-])/N
IMPYRA,1504,Cc1oc(C)cc(=Nc2ccc(cc2)[N+](=O)[O-])c1
INEZUY,3883,Nn1nc(c(n1)[N+](=O)[O-])N
INOLUU,1527,[O-][N+](=O)c1nnn(c1c1ccccc1)Cc1ccccc1
IPOXAZ,2386,CC(N1O[C@@H]1c1ccc(cc1)[N+](=O)[O-])C
IPUPOZ,2883,N#Cc1cc([N+](=O)[O-])c2c(c1)[N+](=O)O[N-]2
IQOMIL,1571,N#CC(=C1C[C@H](c2ccco2)[C@H]([C@H](C1)c1ccco1)[N+](=O)[O-])C#N
IQOPIO,1615,N#CC(=C(C[C@H](c1ccccc1)C[N+](=O)[O-])C)C#N
IQUHUZ,1576,CCOC(=O)Cn1cc2c(n1)cc(cc2)[N+](=O)[O-]
ISACIO,1078,C[C@@H](c1ccccc1)NC(=O)c1ccc(cc1)[N+](=O)[O-]
ISAJAN,2213,N#[N+][N-]C(=O)c1ccccc1[N+](=O)[O-]
ISAJER,2163,O=C(c1ccc(cc1)[N+](=O)[O-])[N-][N+]#N
ISAYAC02,2553,Nc1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
ISAYEG01,2903,ONc1cc(cc(c1C)[N+](=O)[O-])[N+](=O)[O-]
ISICUJ,1197,Cc1cc(ccc1NCc1ccccc1)[N+](=O)[O-]
ISUQES,1655,N#Cc1c(nc(n1c1ccccc1)C)[N+](=O)[O-]
ITASIH,1924,O[C@@H](c1ccccc1[N+](=O)[O-])Nn1c(C)nnc1C
ITIKAY01,1548,CCOC(=O)/C(=N\Nc1ccc(cc1O)[N+](=O)[O-])/C(=O)C
ITINAA,3273,N#[N+][N-]CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C[N-][N+]#N
ITINEE,2293,OC(=O)c1nnn(c1)CC([N+](=O)[O-])([N+](=O)[O-])Cn1nnc(c1)C(=O)O
IVEQIL,1264,CCOC(=O)C1=N[C@H](O[C@@H]1c1ccc(cc1)[N+](=O)[O-])C(C)C
IVEREH,1741,[O-][N+](=O)C1=C/C(=C/NCC)/C(=O)C=C1
IYAWEK,2717,O/N=C(/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C)\C
IZAREG,1891,CC(=O)O/N=C/c1cccc(c1)[N+](=O)[O-]
IZEQUA,1291,CN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=O)c2c1cccc2
IZIPUD,1919,Oc1ccc(cc1)/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C
IZUFIS,1195,[O-][N+](=O)c1cc2ccccc2nc1c1ccccc1
IZUFUE,1472,CCc1nc2ccccc2cc1[N+](=O)[O-]
JABLUW01,3510,[O-][N+](=O)n1ccc(n1)n1cnnn1
JABMAD01,3552,[O-][N+](=O)n1ncc(c1)n1cnnn1
JACYOB,1539,NC(=O)c1cccc(c1)[N+](=O)[O-]
JADNIM,1060,O=C1C=CC(=CC1=C1NC(C(N1)(C)C)(C)C)[N+](=O)[O-]
JAHPIR,2388,[O-][N+](=O)c1ccc(o1)/C=N/n1cccn1
JAJBEB,3407,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2C([C@H]3[C@H]4C1([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
JAKCOO,2388,Cc1ccnc(c1[N+](=O)[O-])/N=N/c1nccc(c1[N+](=O)[O-])C
JAPKIU,3445,NNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JAPPAR,2065,CCN1CCO[C@@H](O1)c1ccc(cc1)[N+](=O)[O-]
JAPXIK,1497,[O-][N+](=O)c1ccc(cc1)/C=C\C1=NN(CC1)c1ccccc1
JAPXOQ,1432,[O-][N+](=O)c1ccc(cc1)/C=C/C1=NN(CC1)c1ccccc1
JAQTOK,1225,[O-][N+](=O)c1ccccc1c1nnc2c(c1)C(=O)c1c2cccc1
JAQVUV,3429,CCN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JASLEV,3084,CC(=O)NC(=C([N+](=O)[O-])[N+](=O)[O-])N
JAWKIC,1638,C[C@@]1(CN=NN1c1ccc(cc1)[N+](=O)[O-])c1ccccc1
JAXTAE,1970,[O-][N+](=O)c1cccc(c1)/C=N/N=C/c1cccc(c1)[N+](=O)[O-]
JAYDET,1242,OC[C@H](Cc1ccccc1)N/C=C\1/C=C(C=CC1=O)[N+](=O)[O-]
JAYGEW,1337,O=C(Nc1ccc(cc1)[N+](=O)[O-])/C=C\C(=O)O
JAYZOB,1356,O=C(N(c1ccccc1)OC(=O)C)c1ccc(cc1)[N+](=O)[O-]
JECVAO,2516,O[C@@H](Cn1ccnc1[N+](=O)[O-])CN1CC1
JECVES,2245,[O-][N+](=O)c1nccn1C[C@@H](CN1C[C@@H]1C)O
JEDSUG,3791,O=C1N(CCN1[N+](=O)[O-])[N+](=O)[O-]
JEDXIC,1147,Cc1cc2c(cc1C)nc1n2CCn2c1c(cc2)[N+](=O)[O-]
JEHLAJ,4075,[O-][N+](=O)N1CCN([C@@H]2[C@H]1N([N+](=O)[O-])C(=O)N2[N+](=O)[O-])[N+](=O)[O-]
JEHLEN,3622,CC(=O)O[C@@H]1N([N+](=O)[O-])[C@H]2[C@@H](N1[N+](=O)[O-])N(CCN2[N+](=O)[O-])[N+](=O)[O-]
JEHNUF,1267,O=C(c1ccc(cc1)[N+](=O)[O-])Oc1ccccn1
JEJZAA,3170,O=[N+]1C=C/C(=[NH+]/[N+](=O)[O-])/C=C1
JEKHIR,1391,CCOC(=O)[C@H](/C(=C\c1ccc(cc1)N(C)C)/[N+](=O)[O-])O
JEKQUO,1352,[O-][N+](=O)O[C@@H]1[C@H](Cc2c1cccc2)ON1C(=O)c2c(C1=O)cccc2
JELTEC,1503,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)Cc1ccccc1
JEMWII,1881,COc1ccccc1C(=C([N+](=O)[O-])[N+](=O)[O-])c1ccccc1OC
JENZAG,1191,[O-][N+](=O)c1ccc2c(c1)nc(o2)c1ccccc1
JEQWEI,1597,[O-][N+](=O)c1ccc(cc1)Cn1nnc2c1cccc2
JERVUY,2723,[O-][N+](=O)c1c[nH]c(=O)c(c1)[N+](=O)[O-]
JEXLUT,4227,[O-][N+](=O)N1CN(C[C@@H]2[C@H]1CN(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JEXMAA,4254,[O-][N+](=O)N1CN(C[C@@H]1[C@H]1CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JEXMEE,4238,[O-][N+](=O)N1CN(C2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JEXMII,4302,[O-][N+](=O)N1CCN([C@@H]2[C@@H]1N(CCN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JIDBIH,1918,[O-][N+](=O)C1(CCCCC1)C1(CCCCC1)[N+](=O)[O-]
JIJROJ,3538,CO[C@@H]1O[C@H](CO[N+](=O)[O-])[C@H]([C@@H]([C@H]1O[N+](=O)[O-])O)O[N+](=O)[O-]
JILKEU,2676,N#C[C@]1([N+](=O)[O-])[C@H]2[C@@H]1[C@@H]1C[C@H]2C=C1
JINYEK,2787,CN1N=NN(C(/C/1=N/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(C)C)C
JIPSAF,3627,[O-][N+](=O)c1nonc1Nc1nnc2n(n1)cnn2
JIRTAG,964,[O-][N+](=O)c1ccc(cc1)/C=C/n1c2ccccc2c2c1cccc2
JITLUT,1360,CC(N1CCCO[C@@H]1c1ccc(cc1)[N+](=O)[O-])C
JIZJIL,2461,[O-][N+](=O)c1cnc(n1C)C
JODHOA,2393,[O-][N+](=O)c1ccc(cc1)n1nnnc1N
JODSEA,1120,O=C(Cc1ccccc1)Nc1ccc(cc1)[N+](=O)[O-]
JOFGER,1576,COc1cc2n(cnc2c(c1)[N+](=O)[O-])C(C)C
JOFGUH,1547,COc1cccc(c1)/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/C
JOHBUD01,3846,[O-][N+](=O)[C@H]1[C@@H](C21CC2)[N+](=O)[O-]
JOKLIG,1422,CNC1=C([N+](=O)[O-])[C@@H](c2c(O1)[nH]nc2C)c1ccc(cc1)C
JOKQOR,1930,CC(=O)Nc1ccc(cc1[N+](=O)[O-])c1[nH]nnn1
JOKTIM,2366,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[C@]2(C(=C1)[N+](=O)[O-])OCc1[n+]2cccc1
JOLNED,2591,CN(/N=N/c1ccc(cc1)[N+](=O)[O-])C
JOPNAD,4829,[O-][N+](=O)[N-][N@+]12CC[N@+](CC1)(CC2)[N-][N+](=O)[O-]
JOPNUX,1741,[O-][N+](=O)c1ccc2c(c1)NCCOCCNCCO2
JORBUN,3886,[O-][N+](=O)C(C([N+](=O)[O-])(C)C)([N+](=O)[O-])C
JORCAU,3706,CCC(C([N+](=O)[O-])(C)C)([N+](=O)[O-])[N+](=O)[O-]
JOTDOL,1616,CCC(=O)N1CN([C@@H]2[C@H]1OCN2[N+](=O)[O-])C(=O)CC
JOTFED,2599,CC(=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])C(=O)C
JOWWIB,3135,[O-][N+](=O)c1n[nH]c(n1)N
JOYRAQ,1285,C=CCn1c(nc2c(c1=O)cccn2)c1ccc(cc1)[N+](=O)[O-]
JUBCOY,2105,[O-][N+](=O)c1cccnc1c1ncccc1[N+](=O)[O-]
JUFKIE,2266,[O-][N+](=O)C1=C[N-][C@]2(C(=C1)[N+](=O)[O-])N(C)C1=CC=CC=CC1=[N+]2C
JUFLAX,1184,O=C(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Oc1ccc2c3c1C(=O)C=Cc3ccc2
JULGUS,1998,C/C(=N\N=C(\c1ccccc1[N+](=O)[O-])/C)/c1ccccc1[N+](=O)[O-]
JULHAZ,1983,C/C(=N/N=C(/c1ccccc1[N+](=O)[O-])\C)/c1ccccc1[N+](=O)[O-]
JULHED,2053,[O-][N+](=O)c1ccccc1/C=N/N=C/c1ccccc1[N+](=O)[O-]
JULWAO20,1356,[O-][N+](=O)c1ccc(cc1)/N=N/C1(C)C(=O)c2c(C1=O)cccc2
JUMFAA,3236,CC(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
JUNBEB,3657,[O-][N+](=O)c1nnc2n(c1N)nc(c2[N+](=O)[O-])[N+](=O)[O-]
JUPRIV,3124,[O-][N+](=O)c1cc(cc(c1N(C)C)[N+](=O)[O-])[N+](=O)[O-]
JUPROB,3112,CNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUPSES,3105,COc1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
JUTGEK,4303,[O-][N+](=O)CC[N+](=O)[O-]
JUVMIW01,3568,[O-][N+](=O)C1(C[C@H]2C[C@@H]1CC2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUVMUI,3385,[O-][N+](=O)C1(C[C@@H]2[C@H](C1)CC(C2)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUVNAP,3740,[O-][N+](=O)C1(CCC(CC1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUXBOV,2047,CONC(=O)Nc1ccc(cc1)[N+](=O)[O-]
KABGIF,1402,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1OC(=O)C
