smiles,BDE_pred,D_pred
Nc1nc2nc([N+](=O)[O-])c([N+](=O)[O-])c(N)n2n1,268,8030
Nc1c([N+](=O)[O-])nc2c3nc([N+](=O)[O-])[nH]c3nc([N+](=O)[O-])n12,252,8030
Nn1c(C=N[N+](=O)[O-])nc2c1c(=O)nc([N+](=O)[O-])n2[N+](=O)[O-],191,8030
Nc1n[nH]c(=O)c2c1c([N+](=O)[O-])nn2[N+](=O)[O-],189,8030
NN=c1c2[nH]c([N+](=O)[O-])nc2n([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],173,8030
NN=c1c2[nH]c([N+](=O)[O-])nc2n([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],173,8030
O=c1c2cnn(C=N[N+](=O)[O-])c2nc2n([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,163,8030
Nc1nc2c(=O)n(N[N+](=O)[O-])c(=O)n([N+](=O)[O-])c2n1N,141,8030
O=c1c2c(n(C=N[N+](=O)[O-])c(=O)n1[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],139,8030
NC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C(N[N+](=O)[O-])=C(C=N[N+](=O)[O-])N1C=N[N+](=O)[O-],131,8030
O=[N+]([O-])N=CC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C(C=N[N+](=O)[O-])N1,126,8030
Nn1c([N+](=O)[O-])nc2c(N[N+](=O)[O-])ncnc2c1=NN[N+](=O)[O-],125,8030
Nc1nc(N[N+](=O)[O-])c2c(nnn2[N+](=O)[O-])c1N,124,8030
O=[N+]([O-])N=Cc1ncnc2c(=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c([N+](=O)[O-])nc12,124,8030
O=c1[nH]c2c(=N[N+](=O)[O-])[nH]c(C=N[N+](=O)[O-])nc2n1[N+](=O)[O-],124,8030
NC1=CC(=C2N=NN=N2)C([N+](=O)[O-])=C([N+](=O)[O-])N1[N+](=O)[O-],123,8030
O=c1c2nc3c([N+](=O)[O-])cn4nnc(N[N+](=O)[O-])c4c3nc2n([N+](=O)[O-])c(=O)n1N[N+](=O)[O-],123,8030
Nc1c(N[N+](=O)[O-])nc2nnc(N)n2c1[N+](=O)[O-],121,8030
Nc1c([N+](=O)[O-])[nH]c2nc([N+](=O)[O-])nn2c1=O,285,8029
Nn1c(=O)n2c([N+](=O)[O-])nc3[nH]nc([N+](=O)[O-])c3n2c1=O,246,8029
Nc1c([N+](=O)[O-])n2c(=O)c3c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c3nc2n1N[N+](=O)[O-],137,8029
O=c1c2c(C=N[N+](=O)[O-])nn(C=N[N+](=O)[O-])c2nc2n(N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,136,8029
O=c1c2c(n(N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],122,8029
Nn1c(=NN[N+](=O)[O-])c2c(nc(C=N[N+](=O)[O-])n2N)n([N+](=O)[O-])c1=O,121,8029
Nn1c(=NN[N+](=O)[O-])c2c(nc(C=N[N+](=O)[O-])n2N)n([N+](=O)[O-])c1=O,121,8029
Nn1c(N[N+](=O)[O-])nc2c(c1=NN[N+](=O)[O-])n(N)c(=O)n2N[N+](=O)[O-],121,8029
Nc1c([N+](=O)[O-])nc([N+](=O)[O-])c2nnn(N)c12,287,8028
Nc1nc(N)n2c([N+](=O)[O-])c([N+](=O)[O-])nc2n1,256,8028
Nc1c([N+](=O)[O-])nc2nnn([N+](=O)[O-])c2c1N,240,8028
O=c1c2c(C=N[N+](=O)[O-])n[nH]c2nc2n([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,205,8028
O=[N+]([O-])N=Cc1n[nH]c2nc([N+](=O)[O-])nn12,185,8028
Nc1nc(C=N[N+](=O)[O-])nc2c1nc([N+](=O)[O-])n2[N+](=O)[O-],172,8028
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1C=N[N+](=O)[O-],141,8028
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1C=N[N+](=O)[O-],141,8028
Nc1n[nH]c(=O)n2nc(N[N+](=O)[O-])c([N+](=O)[O-])c12,139,8028
O=c1[nH]c2c(c(=O)n1[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],134,8028
O=c1c2c(N[N+](=O)[O-])nn(C=N[N+](=O)[O-])c2nc2n(C=N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,121,8028
Nc1nc([N+](=O)[O-])c2nn[nH]c2c1[N+](=O)[O-],315,8027
O=[N+]([O-])N=Cc1nc2c3nc([N+](=O)[O-])[nH]c3nc([N+](=O)[O-])n2c1[N+](=O)[O-],203,8027
Nc1c([N+](=O)[O-])nc2nc([N+](=O)[O-])nc(C=N[N+](=O)[O-])n12,179,8027
Nc1nc2n(N[N+](=O)[O-])c([N+](=O)[O-])nn2c(=O)c1N,174,8027
O=[N+]([O-])N=CN=c1c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n1C=N[N+](=O)[O-],149,8027
Nc1c(N[N+](=O)[O-])nc2nnc([N+](=O)[O-])n2c1N,147,8027
O=[N+]([O-])NC1=CC(=C2N=NN=N2)C([N+](=O)[O-])=C(N[N+](=O)[O-])N1,141,8027
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])c2c(n1)nc([N+](=O)[O-])n2C=N[N+](=O)[O-],133,8027
Nc1c([N+](=O)[O-])c(=O)n(N[N+](=O)[O-])c2nnc(C=N[N+](=O)[O-])n12,130,8027
O=[N+]([O-])N=CC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C(C=N[N+](=O)[O-])=C(N[N+](=O)[O-])N1,124,8027
N=C1N=C2N(N[N+](=O)[O-])C([N+](=O)[O-])=C(N[N+](=O)[O-])N2C1=N,123,8027
Nc1c([N+](=O)[O-])nc(N)n2nc([N+](=O)[O-])nc12,250,8026
N=c1c2c(nc(C=N[N+](=O)[O-])n1[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2N,169,8026
O=c1c2nc3c([N+](=O)[O-])c([N+](=O)[O-])n4nncc4c3nc2n([N+](=O)[O-])c(=O)n1N[N+](=O)[O-],161,8026
O=c1c2c(C=N[N+](=O)[O-])nc([N+](=O)[O-])n2nc([N+](=O)[O-])n1C=N[N+](=O)[O-],151,8026
Nc1c(N[N+](=O)[O-])nc([N+](=O)[O-])c2c1nnn2N,136,8026
O=c1c2c([N+](=O)[O-])n[nH]c2nc2n(N[N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])n12,133,8026
O=c1n([N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2[nH]c(C=N[N+](=O)[O-])nc2n1C=N[N+](=O)[O-],133,8026
O=c1n([N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2[nH]c(C=N[N+](=O)[O-])nc2n1C=N[N+](=O)[O-],133,8026
O=c1c(C=N[N+](=O)[O-])c([N+](=O)[O-])c2nn(C=N[N+](=O)[O-])nc2n1N[N+](=O)[O-],127,8026
O=[N+]([O-])N=CC1=C(C=N[N+](=O)[O-])C(=C2N=NN=N2)C(N[N+](=O)[O-])=C(N[N+](=O)[O-])N1,122,8026
O=c1[nH]c(=O)n(C=N[N+](=O)[O-])c2c1n(N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],120,8026
Nc1nn2c([N+](=O)[O-])c(N)nnc2c1[N+](=O)[O-],303,8025
Nc1nc2c(N)nn([N+](=O)[O-])c(=O)n2c1[N+](=O)[O-],241,8025
Nc1c([N+](=O)[O-])nn2c(C=N[N+](=O)[O-])nnc2c1[N+](=O)[O-],208,8025
Nc1c(N[N+](=O)[O-])nc2nn[nH]c2c1[N+](=O)[O-],161,8025
Nc1nc2n(C=N[N+](=O)[O-])nc([N+](=O)[O-])n2n1,158,8025
Nn1nc2nc([N+](=O)[O-])nc([N+](=O)[O-])c2c1C=N[N+](=O)[O-],154,8025
Nn1c(=O)n(C=N[N+](=O)[O-])c2c(=NC=N[N+](=O)[O-])n([N+](=O)[O-])c([N+](=O)[O-])nc21,153,8025
O=[N+]([O-])N=CC1=C([N+](=O)[O-])N(C=N[N+](=O)[O-])C([N+](=O)[O-])=C(C=N[N+](=O)[O-])C1=C1N=NN=N1,152,8025
O=c1c2c(C=N[N+](=O)[O-])ncn2nc([N+](=O)[O-])n1[N+](=O)[O-],132,8025
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])[nH]c2n1C=N[N+](=O)[O-],131,8025
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2n1,128,8025
O=c1nc(C=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c12,127,8025
O=[N+]([O-])N=Cc1nc2c(=NN[N+](=O)[O-])n([N+](=O)[O-])c(C=N[N+](=O)[O-])nc2[nH]1,125,8025
Nn1c(C=N[N+](=O)[O-])nc2c1nc([N+](=O)[O-])n1c(N[N+](=O)[O-])c([N+](=O)[O-])nc21,121,8025
Nn1c(=O)n([N+](=O)[O-])c2c(=O)n([N+](=O)[O-])c(=O)[nH]c21,142,8024
Nn1c(=O)n([N+](=O)[O-])c(=O)c2c1c([N+](=O)[O-])nn2C=N[N+](=O)[O-],141,8024
O=c1c(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])n2c(C=N[N+](=O)[O-])nnc2n1[N+](=O)[O-],135,8024
O=[N+]([O-])N=Cc1nc2c([N+](=O)[O-])nnn2nc1C=N[N+](=O)[O-],133,8024
O=c1c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2n([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],133,8024
Nc1nc2c(c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N)n1N[N+](=O)[O-],125,8024
Nc1nc2c(c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N)n1N[N+](=O)[O-],125,8024
NC1=C([N+](=O)[O-])C(=C2N=NN=N2)C(C=N[N+](=O)[O-])=C(C=N[N+](=O)[O-])N1[N+](=O)[O-],120,8024
Nc1nc2nc([N+](=O)[O-])c(N)c([N+](=O)[O-])n2n1,276,8023
Nn1nc([N+](=O)[O-])c2c(=O)n3c([N+](=O)[O-])c([N+](=O)[O-])[nH]c3nc21,248,8023
Nn1nc([N+](=O)[O-])c2c1c(=O)[nH]c(=O)n2[N+](=O)[O-],213,8023
Nc1c([N+](=O)[O-])c(=O)n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])nn12,210,8023
Nc1nc([N+](=O)[O-])c2c(=O)n(C=N[N+](=O)[O-])c([N+](=O)[O-])nn12,177,8023
Nn1c(=O)c2c(n(N)c1=O)n([N+](=O)[O-])c(=O)n2N[N+](=O)[O-],156,8023
O=c1n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2n1C=N[N+](=O)[O-],152,8023
N=c1[nH]c(=O)n(N[N+](=O)[O-])c2c1nc([N+](=O)[O-])n2N[N+](=O)[O-],145,8023
N=c1c2c(nc([N+](=O)[O-])n2N)n([N+](=O)[O-])c(=O)n1N[N+](=O)[O-],143,8023
N=c1c2c(nc([N+](=O)[O-])n2N)n([N+](=O)[O-])c(=O)n1N[N+](=O)[O-],143,8023
Nc1nc2[nH]nnc2c([N+](=O)[O-])c1N[N+](=O)[O-],139,8023
Nn1nc(N[N+](=O)[O-])nc2c(=O)n(N[N+](=O)[O-])c(=O)nc1-2,137,8023
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2n1,136,8023
O=[N+]([O-])N=Cc1n[nH]c(=NN[N+](=O)[O-])c2n[nH]nc12,131,8023
O=c1c2c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c2nc2n(C=N[N+](=O)[O-])c([N+](=O)[O-])c(N[N+](=O)[O-])n12,128,8023
Nc1c2c([N+](=O)[O-])nn(N)c(=O)c2nn1[N+](=O)[O-],233,8022
Nc1nc([N+](=O)[O-])c2c(nnn2C=N[N+](=O)[O-])c1[N+](=O)[O-],200,8022
O=c1c2nn3c(=O)n(N[N+](=O)[O-])c(=O)c3nn2c(=O)n1N[N+](=O)[O-],161,8022
O=[N+]([O-])N=Cc1nc2c([N+](=O)[O-])ncn([N+](=O)[O-])c-2n1,158,8022
O=[N+]([O-])N=Cc1nc2nc(C=N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n2n1,158,8022
O=[N+]([O-])NC1=C([N+](=O)[O-])NC([N+](=O)[O-])=CC1=C1N=NN=N1,158,8022
O=[N+]([O-])N=Cc1cc2nnc([N+](=O)[O-])n2nc1[N+](=O)[O-],157,8022
Nc1c([N+](=O)[O-])cn2nnnc2c1N[N+](=O)[O-],146,8022
O=[N+]([O-])N=Cc1ncnc2nn([N+](=O)[O-])c([N+](=O)[O-])c12,127,8022
O=c1c2nc3c(nc2n(C=N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-])c(=O)n(N[N+](=O)[O-])c(=O)n3[N+](=O)[O-],125,8022
N=c1c2nc(C=N[N+](=O)[O-])nc([N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],123,8022
NN1C(C=N[N+](=O)[O-])=C(C=N[N+](=O)[O-])C(=C2N=NN=N2)C(N[N+](=O)[O-])=C1N[N+](=O)[O-],123,8022
O=[N+]([O-])N=Cc1nc(C=N[N+](=O)[O-])c2nnn(N[N+](=O)[O-])c2c1[N+](=O)[O-],123,8022
Nc1c([N+](=O)[O-])c(N)c2nnnn2c1N[N+](=O)[O-],166,8021
Nc1nc2n([N+](=O)[O-])c(=O)c([N+](=O)[O-])c(C=N[N+](=O)[O-])n2n1,150,8021
Nc1nc([N+](=O)[O-])nc2c(=NC=N[N+](=O)[O-])n([N+](=O)[O-])c(C=N[N+](=O)[O-])nc12,146,8021
O=[N+]([O-])N=Cc1c([N+](=O)[O-])ncn2nc([N+](=O)[O-])nc12,145,8021
Nc1n[nH]c2c1c(=O)n(N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],143,8021
Nn1c(C=N[N+](=O)[O-])nc2c(=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c([N+](=O)[O-])nc21,138,8021
Nn1c(C=N[N+](=O)[O-])nc2c(=NN[N+](=O)[O-])[nH]c(=O)n([N+](=O)[O-])c21,135,8021
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1N[N+](=O)[O-],133,8021
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1N[N+](=O)[O-],133,8021
O=c1c2nc3c(N[N+](=O)[O-])c([N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc2n(C=N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],132,8021
O=[N+]([O-])N=CC1=C(C=N[N+](=O)[O-])C(=C2N=NN=N2)C(N[N+](=O)[O-])=C([N+](=O)[O-])N1,130,8021
O=[N+]([O-])N=Cc1ncnc2c([N+](=O)[O-])nn([N+](=O)[O-])c12,128,8021
Nc1nc(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2n1,123,8021
Nc1nc([N+](=O)[O-])c2c(N)n([N+](=O)[O-])nc2n1,220,8020
Nc1nc2nnc([N+](=O)[O-])n2c(C=N[N+](=O)[O-])c1[N+](=O)[O-],218,8020
Nc1c([N+](=O)[O-])c(=O)n2nc([N+](=O)[O-])nc2n1C=N[N+](=O)[O-],204,8020
O=[N+]([O-])N=Cc1nc2c(nc([N+](=O)[O-])n3cc([N+](=O)[O-])nc23)n1[N+](=O)[O-],198,8020
O=[N+]([O-])N=Cc1nc2c(ncn3c([N+](=O)[O-])c([N+](=O)[O-])nc23)n1[N+](=O)[O-],186,8020
Nc1c([N+](=O)[O-])c(N)n2nnnc2c1N[N+](=O)[O-],173,8020
Nc1nc2c(=NC=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)[nH]c2n1[N+](=O)[O-],155,8020
Nn1c(C=N[N+](=O)[O-])nc2c(=NC=N[N+](=O)[O-])n([N+](=O)[O-])c([N+](=O)[O-])nc21,149,8020
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])cc2nnc([N+](=O)[O-])n12,146,8020
O=[N+]([O-])N=Cn1nc([N+](=O)[O-])c2c([N+](=O)[O-])ncnc21,134,8020
O=[N+]([O-])NN=c1c2ncncc2nc([N+](=O)[O-])n1N[N+](=O)[O-],128,8020
O=c1[nH]c2c(ncn2[N+](=O)[O-])c(=N[N+](=O)[O-])n1C=N[N+](=O)[O-],121,8020
Nc1nc2n(N)c(=O)c([N+](=O)[O-])c([N+](=O)[O-])n2n1,248,8019
Nc1nc([N+](=O)[O-])c2c(=O)[nH]c([N+](=O)[O-])nn12,242,8019
Nc1nc2n([N+](=O)[O-])nc(N)n2n1,241,8019
Nn1c(=O)c2c([N+](=O)[O-])nn(N)c2n([N+](=O)[O-])c1=O,214,8019
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nn2c([N+](=O)[O-])cnnc12,199,8019
O=[N+]([O-])N=Cn1c([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n1c([N+](=O)[O-])cnc21,184,8019
O=[N+]([O-])NN=c1[nH]c([N+](=O)[O-])nc2cnc([N+](=O)[O-])nc12,150,8019
Nc1nc(N[N+](=O)[O-])n([N+](=O)[O-])c2ncnc1-2,149,8019
Nc1nc2c(c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-])n1N,143,8019
Nc1nc2c(c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-])n1N,143,8019
Nn1c(C=N[N+](=O)[O-])nc2c(c1=NC=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],135,8019
O=c1[nH]c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],134,8019
O=c1[nH]c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],134,8019
Nc1nc2[nH]c(=O)n(N[N+](=O)[O-])c2c(=NN[N+](=O)[O-])n1[N+](=O)[O-],132,8019
NN=c1c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2[nH]c(=O)n1N[N+](=O)[O-],125,8019
Nc1nn(N)c2c1c(=O)n(N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],123,8019
O=c1[nH]c2c(c(=O)n1N[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],122,8019
O=c1n(C=N[N+](=O)[O-])nnc2c(C=N[N+](=O)[O-])nc([N+](=O)[O-])n12,120,8019
Nc1c([N+](=O)[O-])n(N)c2nc([N+](=O)[O-])nn2c1=O,288,8018
Nc1nnc2n([N+](=O)[O-])c(=O)c([N+](=O)[O-])cn12,204,8018
Nc1nnn2c([N+](=O)[O-])c([N+](=O)[O-])c3nc4c(=O)n(N[N+](=O)[O-])c(=O)n([N+](=O)[O-])c4nc3c12,160,8018
O=c1c2c(nnn1C=N[N+](=O)[O-])c([N+](=O)[O-])nn2C=N[N+](=O)[O-],143,8018
O=c1n(C=N[N+](=O)[O-])c(=O)n2c3c(C=N[N+](=O)[O-])nn([N+](=O)[O-])c3nc([N+](=O)[O-])n12,140,8018
O=[N+]([O-])N=Cc1nc2c(nc(C=N[N+](=O)[O-])n2C=N[N+](=O)[O-])c(=N[N+](=O)[O-])n1C=N[N+](=O)[O-],136,8018
O=c1c(C=N[N+](=O)[O-])c([N+](=O)[O-])nc2n([N+](=O)[O-])nc(C=N[N+](=O)[O-])n12,136,8018
O=C1N=C2N3C(=NC(=O)N(N[N+](=O)[O-])C3=NC(=O)N2[N+](=O)[O-])N1N[N+](=O)[O-],129,8018
Nc1nn(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])nc([N+](=O)[O-])c12,128,8018
O=c1[nH]c(=NN[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c2n1N[N+](=O)[O-],128,8018
Nc1nc2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n(N[N+](=O)[O-])c2n1C=N[N+](=O)[O-],122,8018
Nn1c(=O)n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2nc(N[N+](=O)[O-])[nH]c21,121,8018
Nc1c([N+](=O)[O-])[nH]c(=O)n2c([N+](=O)[O-])nnc12,252,8017
Nc1nc([N+](=O)[O-])cc2nnc([N+](=O)[O-])n12,229,8017
Nc1nc([N+](=O)[O-])nc2nc(C=N[N+](=O)[O-])c([N+](=O)[O-])n12,180,8017
O=c1c([N+](=O)[O-])c(C=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])nn12,168,8017
N=c1c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],161,8017
N=c1c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],161,8017
Nn1c(N[N+](=O)[O-])nc([N+](=O)[O-])c2ncnc1-2,149,8017
O=c1c2nc3c(N[N+](=O)[O-])c([N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc2n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],144,8017
Nc1nc(N[N+](=O)[O-])c2[nH]nc([N+](=O)[O-])c2n1,143,8017
Nn1c(=NN[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2n(C=N[N+](=O)[O-])c1=O,126,8017
N=c1c2nc([N+](=O)[O-])nc(N[N+](=O)[O-])c2nc(N)n1[N+](=O)[O-],123,8017
O=[N+]([O-])NC1=CC(=C2N=NN=N2)C(N[N+](=O)[O-])=C([N+](=O)[O-])N1,122,8017
NN=C1C(=NN[N+](=O)[O-])N=C2N1C([N+](=O)[O-])=C(N)N2[N+](=O)[O-],120,8017
Nc1nc2c(nnn2N)c([N+](=O)[O-])c1[N+](=O)[O-],281,8016
Nc1nnc2c([N+](=O)[O-])cc([N+](=O)[O-])nn12,281,8016
O=[N+]([O-])N=Cc1nc2c(nc([N+](=O)[O-])n3c([N+](=O)[O-])cnc23)n1[N+](=O)[O-],175,8016
NC1=C([N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C(C=N[N+](=O)[O-])N1N,171,8016
O=[N+]([O-])N=Cc1nnc2cc([N+](=O)[O-])nc([N+](=O)[O-])n12,134,8016
Nn1c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n(N[N+](=O)[O-])c1=O,133,8016
Nn1c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n(N[N+](=O)[O-])c1=O,133,8016
NN=c1c2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])n(N)c(=O)n1[N+](=O)[O-],127,8016
NN=c1c2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])n(N)c(=O)n1[N+](=O)[O-],127,8016
O=c1[nH]c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c(=NN[N+](=O)[O-])c2n1C=N[N+](=O)[O-],121,8016
Nc1c([N+](=O)[O-])c(N)c2nnnn2c1[N+](=O)[O-],330,8015
Nc1cc2nnc([N+](=O)[O-])n2nc1[N+](=O)[O-],265,8015
Nc1c([N+](=O)[O-])c(C=N[N+](=O)[O-])nc2nc([N+](=O)[O-])nn12,220,8015
O=c1cc([N+](=O)[O-])n2c([N+](=O)[O-])nnc2[nH]1,203,8015
Nc1c([N+](=O)[O-])n2c(=O)c3c([N+](=O)[O-])nn(N)c3nc2n1N[N+](=O)[O-],181,8015
NN=c1[nH]c(N)nc2c1n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],181,8015
Nc1nn([N+](=O)[O-])c(=O)c2c1c(N)nn2[N+](=O)[O-],168,8015
Nc1nn([N+](=O)[O-])c2c(=O)[nH]n([N+](=O)[O-])c(=O)c12,165,8015
Nn1c(=O)c2c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c2n([N+](=O)[O-])c1=O,142,8015
O=c1c2c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n1C=N[N+](=O)[O-],141,8015
Nc1nc(N[N+](=O)[O-])c(N[N+](=O)[O-])c2nn[nH]c12,136,8015
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2[nH]c(C=N[N+](=O)[O-])nc2n1C=N[N+](=O)[O-],133,8015
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2[nH]c(C=N[N+](=O)[O-])nc2n1C=N[N+](=O)[O-],133,8015
N=c1c2nc([N+](=O)[O-])nc([N+](=O)[O-])c2nc(N[N+](=O)[O-])n1N,130,8015
O=[N+]([O-])NC1=C([N+](=O)[O-])N(N[N+](=O)[O-])C=CC1=C1N=NN=N1,130,8015
N=c1c2nc(N[N+](=O)[O-])[nH]c2nc([N+](=O)[O-])n1N[N+](=O)[O-],126,8015
Nc1nc(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c(=N[N+](=O)[O-])c2n1,125,8015
Nc1c(C=N[N+](=O)[O-])c([N+](=O)[O-])nc2nnn(N[N+](=O)[O-])c12,122,8015
O=c1nc2[nH]nc(N[N+](=O)[O-])nc-2n1C=N[N+](=O)[O-],122,8015
O=[N+]([O-])N=Cc1nc2nnn(N[N+](=O)[O-])c2c([N+](=O)[O-])c1C=N[N+](=O)[O-],120,8015
Nc1n[nH]c2nc([N+](=O)[O-])nn12,279,8014
Nc1nn2c(=O)[nH]nc([N+](=O)[O-])c2c1[N+](=O)[O-],262,8014
Nc1cnc2n([N+](=O)[O-])nc([N+](=O)[O-])n2c1=O,202,8014
O=c1c2c([N+](=O)[O-])n[nH]c2nc2n([N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])n12,201,8014
Nc1nc([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n12,174,8014
N=c1c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],165,8014
N=c1c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],165,8014
O=[N+]([O-])N=Cc1cnc2c3nc([N+](=O)[O-])n([N+](=O)[O-])c3nc([N+](=O)[O-])n12,156,8014
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n1C=N[N+](=O)[O-],154,8014
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n1C=N[N+](=O)[O-],154,8014
